20151224 160000,0.824000,0.831250,0.822750,0.829250,52449240
20151228 160000,0.820500,0.828500,0.809000,0.828500,142028120
20151229 160000,0.829000,0.844500,0.826750,0.842000,203633880
20151230 160000,0.841250,0.848500,0.834500,0.834750,180220800
20151231 160000,0.833500,0.837250,0.824000,0.824000,148528080
20160104 160000,0.807250,0.814500,0.801000,0.809250,358024280
20160105 160000,0.824500,0.836000,0.812500,0.822250,489506920
20160106 160000,0.808750,0.812500,0.779000,0.788250,449208800
20160107 160000,0.765500,0.773825,0.747000,0.757000,645185400
20160108 160000,0.766750,0.767500,0.739125,0.740750,398409280
20160111 160000,0.741500,0.747250,0.728750,0.742000,409383720
20160112 160000,0.755250,0.765500,0.749250,0.754500,469323760
20160113 160000,0.760250,0.765250,0.730750,0.731500,481667280
20160114 160000,0.713250,0.725000,0.695500,0.716750,600143520
20160115 160000,0.684750,0.696250,0.666000,0.677750,841364040
20160119 160000,0.696500,0.711250,0.680375,0.683250,453765480
20160120 160000,0.670250,0.695750,0.661250,0.687000,481178280
20160121 160000,0.690500,0.705750,0.680250,0.695000,481456880
20160122 160000,0.708250,0.716000,0.706750,0.711250,257994400
20160125 160000,0.711000,0.719125,0.708875,0.710500,270728120
20160126 160000,0.712000,0.720500,0.704625,0.717500,227967280
20160127 160000,0.716500,0.718625,0.695375,0.709000,231675120
20160128 160000,0.714750,0.717250,0.687500,0.701250,276778040
20160129 160000,0.707250,0.733625,0.704500,0.732250,310447480
20160201 160000,0.731500,0.736250,0.725250,0.732500,289875960
20160202 160000,0.725000,0.728750,0.696500,0.701500,341908400
20160203 160000,0.707000,0.711250,0.688750,0.705000,326774040
20160204 160000,0.706000,0.721250,0.698250,0.705250,348137280
20160205 160000,0.700500,0.708250,0.658750,0.660750,600419400
20160208 160000,0.650250,0.654000,0.621250,0.630500,608819800
20160209 160000,0.623000,0.663750,0.620000,0.637250,425359600
20160210 160000,0.641250,0.659750,0.632250,0.635750,335799200
20160211 160000,0.625250,0.639000,0.619500,0.632500,340145400
20160212 160000,0.642500,0.644500,0.618750,0.643250,340814680
20160216 160000,0.653500,0.675750,0.650500,0.674750,485112920
20160217 160000,0.688500,0.698000,0.680500,0.691500,765769440
20160218 160000,0.750000,0.774375,0.747500,0.751000,1068627960
20160219 160000,0.747000,0.767750,0.741250,0.761000,525441280
20160222 160000,0.772000,0.796750,0.770500,0.788000,449652880
20160223 160000,0.781750,0.797500,0.778000,0.790000,369333200
20160224 160000,0.778750,0.796697,0.765000,0.795500,336836200
20160225 160000,0.798500,0.801250,0.783000,0.797250,349610680
20160226 160000,0.801000,0.802905,0.784000,0.792000,361923920
20160229 160000,0.790250,0.800500,0.783500,0.784000,323340040
20160301 160000,0.786500,0.818750,0.784750,0.818750,348600480
20160302 160000,0.814250,0.826500,0.812750,0.823500,233868280
20160303 160000,0.822500,0.826000,0.805250,0.816250,301865520
20160304 160000,0.822500,0.823250,0.807500,0.813750,175305360
20160307 160000,0.809250,0.814750,0.797875,0.808500,240215800
20160308 160000,0.800250,0.805000,0.791125,0.793750,274939120
20160309 160000,0.800750,0.801875,0.783000,0.793250,222784120
20160310 160000,0.798000,0.802500,0.776000,0.792000,286079080
20160311 160000,0.803750,0.805750,0.794250,0.805500,277387440
20160314 160000,0.801750,0.810750,0.798000,0.807500,190310560
20160315 160000,0.803250,0.808500,0.789250,0.803500,226200200
20160316 160000,0.797500,0.830250,0.793750,0.827500,363642320
20160317 160000,0.824500,0.828500,0.809347,0.820500,353657960
20160318 160000,0.830250,0.856250,0.825000,0.845250,545494480
20160321 160000,0.837750,0.848000,0.828750,0.847750,337773560
20160322 160000,0.845000,0.852125,0.835750,0.846250,241974640
20160323 160000,0.850000,0.867000,0.846250,0.860750,428984600
20160324 160000,0.853000,0.863500,0.850250,0.862000,244950160
20160328 160000,0.860500,0.874500,0.859500,0.870750,265221000
20160329 160000,0.867000,0.886750,0.865000,0.884750,261799720
20160330 160000,0.888000,0.906250,0.887500,0.894000,376471680
20160331 160000,0.898000,0.900000,0.883750,0.890750,379809880
20160401 160000,0.885250,0.904250,0.878500,0.903750,348040840
20160404 160000,0.911250,0.916000,0.891500,0.895000,393942040
20160405 160000,0.887000,0.902000,0.883500,0.893750,339536880
20160406 160000,0.882500,0.895500,0.865750,0.895000,453261720
20160407 160000,0.892000,0.897250,0.882000,0.885750,378082760
20160408 160000,0.893000,0.898750,0.882625,0.891500,255928920
20160411 160000,0.896750,0.911750,0.894000,0.897000,387422120
20160412 160000,0.900000,0.901250,0.878500,0.896000,292615640
20160413 160000,0.900000,0.918750,0.900000,0.918500,350699440
20160414 160000,0.916000,0.925000,0.912250,0.921000,416457240
20160415 160000,0.920750,0.936500,0.917800,0.928250,436963920
20160418 160000,0.926500,0.926500,0.915250,0.924250,307313760
20160419 160000,0.927750,0.929500,0.902000,0.907750,308952520
20160420 160000,0.906250,0.916750,0.905250,0.911250,200177360
20160421 160000,0.911500,0.915750,0.906250,0.910250,178074000
20160422 160000,0.913250,0.919500,0.903625,0.906750,223491920
20160425 160000,0.907000,0.916250,0.904500,0.911250,191990600
20160426 160000,0.916750,0.927250,0.908000,0.912000,214453920
20160427 160000,0.909750,0.933250,0.908075,0.932750,352288600
20160428 160000,0.927000,0.932500,0.902750,0.905000,381214120
20160429 160000,0.901250,0.903250,0.878500,0.888250,321873280
20160502 160000,0.896750,0.905500,0.892500,0.900000,256073600
20160503 160000,0.889750,0.893500,0.881525,0.889250,224023880
20160504 160000,0.878500,0.879250,0.860000,0.869000,525756200
20160505 160000,0.876250,0.884500,0.867750,0.874250,246680520
20160506 160000,0.872750,0.885625,0.871000,0.883250,183240000
20160509 160000,0.885500,0.889250,0.874750,0.882000,333216760
20160510 160000,0.887500,0.900500,0.879000,0.899000,269409960
20160511 160000,0.901750,0.911500,0.896750,0.901500,327897560
20160512 160000,0.908000,0.912000,0.873250,0.889250,668266880
20160513 160000,0.975500,1.0250,0.975000,1.0245,2109536240
20160516 160000,1.0168,1.0700,1.0135,1.0547,972622280
20160517 160000,1.0500,1.0645,1.0365,1.0570,628154280
20160518 160000,1.0500,1.0962,1.0500,1.0840,540991560
20160519 160000,1.0797,1.0965,1.0783,1.0887,398869400
20160520 160000,1.0955,1.1127,1.0938,1.1082,390710880
20160523 160000,1.1130,1.1172,1.1033,1.1100,413473040
20160524 160000,1.1105,1.1375,1.1075,1.1340,415697040
20160525 160000,1.1375,1.1422,1.1202,1.1293,458245200
20160526 160000,1.1313,1.1495,1.1280,1.1412,309343640
20160527 160000,1.1425,1.1492,1.1387,1.1475,277415560
20160531 160000,1.1525,1.1704,1.1518,1.1680,412113880
20160601 160000,1.1625,1.1815,1.1590,1.1703,387041840
20160602 160000,1.1765,1.1885,1.1650,1.1785,328768240
20160603 160000,1.1675,1.1685,1.1415,1.1620,461074560
20160606 160000,1.1650,1.1740,1.1500,1.1560,321542640
20160607 160000,1.1627,1.1695,1.1578,1.1583,193324480
20160608 160000,1.1585,1.1627,1.1450,1.1545,234457240
20160609 160000,1.1505,1.1863,1.1480,1.1845,472097960
20160610 160000,1.1705,1.1810,1.1535,1.1550,400023680
20160613 160000,1.1563,1.1925,1.1563,1.1698,475530160
20160614 160000,1.1670,1.1775,1.1539,1.1720,297884440
20160615 160000,1.1818,1.1943,1.1687,1.1840,300152840
20160616 160000,1.1752,1.1907,1.1638,1.1887,246260720
20160617 160000,1.1903,1.1905,1.1633,1.1680,470837920
20160620 160000,1.1867,1.2043,1.1860,1.1890,292967840
20160621 160000,1.1940,1.1972,1.1800,1.1818,212490640
20160622 160000,1.1843,1.1920,1.1787,1.1807,201802640
20160623 160000,1.1920,1.2135,1.1912,1.2123,297520800
20160624 160000,1.1625,1.1840,1.1325,1.1432,1017654840
20160627 160000,1.1338,1.1425,1.1142,1.1310,449714760
20160628 160000,1.1525,1.1537,1.1318,1.1475,381370040
20160629 160000,1.1575,1.1752,1.1545,1.1663,318645160
20160630 160000,1.1683,1.1825,1.1587,1.1752,430709000
20160701 160000,1.1687,1.1840,1.1625,1.1665,218481920
20160705 160000,1.1600,1.1858,1.1507,1.1838,370953960
20160706 160000,1.1755,1.1981,1.1695,1.1912,272978960
20160707 160000,1.1970,1.2265,1.1938,1.2223,395038600
20160708 160000,1.2352,1.2773,1.2305,1.2712,481850840
20160711 160000,1.2895,1.3100,1.2880,1.3005,448684040
20160712 160000,1.3125,1.3320,1.2985,1.3200,436663680
20160713 160000,1.3188,1.3300,1.3175,1.3195,324451800
20160714 160000,1.3265,1.3450,1.3155,1.3330,316692320
20160715 160000,1.3160,1.3234,1.2960,1.3175,428349520
20160718 160000,1.3295,1.3357,1.3193,1.3242,252959480
20160719 160000,1.3235,1.3432,1.3210,1.3380,382608880
20160720 160000,1.3425,1.3626,1.3370,1.3555,296441880
20160721 160000,1.3525,1.3568,1.3260,1.3305,361247880
20160722 160000,1.3352,1.3668,1.3255,1.3668,315712560
20160725 160000,1.3750,1.3953,1.3690,1.3920,312487600
20160726 160000,1.4042,1.4230,1.4022,1.4158,514057200
20160727 160000,1.4280,1.4305,1.3930,1.4015,445958360
20160728 160000,1.4020,1.4150,1.4003,1.4045,220847800
20160729 160000,1.4098,1.4312,1.3845,1.4275,409525080
20160801 160000,1.4347,1.4387,1.4090,1.4183,299388280
20160802 160000,1.4250,1.4258,1.3875,1.4010,282288280
20160803 160000,1.3992,1.4075,1.3915,1.4047,299603400
20160804 160000,1.4115,1.4373,1.4087,1.4307,272246880
20160805 160000,1.4472,1.4557,1.4403,1.4550,371538720
20160808 160000,1.4750,1.4785,1.4530,1.4685,304786280
20160809 160000,1.4758,1.4865,1.4685,1.4723,372087920
20160810 160000,1.4852,1.4875,1.4581,1.4627,375060280
20160811 160000,1.4705,1.4988,1.4675,1.4925,665896880
20160812 160000,1.5475,1.5845,1.5158,1.5760,1424592080
20160815 160000,1.5780,1.5874,1.5533,1.5745,573050040
20160816 160000,1.5722,1.5748,1.5602,1.5650,287627920
20160817 160000,1.5650,1.5685,1.5164,1.5288,595056480
20160818 160000,1.5272,1.5550,1.5205,1.5525,331449840
20160819 160000,1.5517,1.5682,1.5450,1.5565,291229280
20160822 160000,1.5613,1.5653,1.5428,1.5630,244704440
20160823 160000,1.5760,1.5830,1.5682,1.5727,339657280
20160824 160000,1.5783,1.5790,1.5413,1.5485,298275200
20160825 160000,1.5490,1.5497,1.5190,1.5383,405854600
20160826 160000,1.5422,1.5595,1.5300,1.5508,299826480
20160829 160000,1.5570,1.5633,1.5471,1.5497,274009840
20160830 160000,1.5477,1.5561,1.5365,1.5408,285426800
20160831 160000,1.5437,1.5480,1.5290,1.5335,388386280
20160901 160000,1.5348,1.5845,1.5335,1.5787,428378760
20160902 160000,1.5820,1.5837,1.5455,1.5633,323149680
20160906 160000,1.5688,1.5780,1.5607,1.5780,306217480
20160907 160000,1.5730,1.5807,1.5457,1.5547,397912000
20160908 160000,1.5533,1.5685,1.5355,1.5660,315650560
20160909 160000,1.5488,1.5575,1.4750,1.4880,697499840
20160912 160000,1.4600,1.5216,1.4329,1.5188,597549640
