candle_idx,date,pattern,c1_open,c1_close,c2_open,c2_close,c3_open,c3_close,pattern_high,pattern_low,next_high,next_low,outcome
258,2024-10-31,3-1-1 Bullish Reversal,6264.5,6195.75,6218.0,6216.5,6215.0,6206.25,6264.5,6181.5,6280.5,6207.75,Broke High
259,2024-11-01,1-1-3 Bullish Reversal,6218.0,6216.5,6215.0,6206.25,6210.25,6279.5,6280.5,6181.5,6424.25,6358.0,Broke High
260,2024-11-04,1-3-1 Bullish Reversal,6215.0,6206.25,6210.25,6279.5,6396.5,6423.5,6424.25,6181.5,6470.25,6433.25,Broke High
261,2024-11-05,3-1-1 Bullish Reversal,6210.25,6279.5,6396.5,6423.5,6434.25,6463.75,6470.25,6207.75,6497.75,6461.75,Broke High
262,2024-11-06,3-3-1 Bullish Reversal,6396.5,6423.5,6434.25,6463.75,6461.75,6480.75,6497.75,6358.0,6502.5,6470.75,Broke High
263,2024-11-07,3-2-1 Bullish Reversal,6434.25,6463.75,6461.75,6480.75,6499.25,6485.75,6502.5,6433.25,6493.75,6444.0,Broke None
264,2024-11-08,3-1-3 Bearish Reversal,6461.75,6480.75,6499.25,6485.75,6487.75,6469.5,6502.5,6444.0,6492.5,6449.0,Broke None
265,2024-11-11,3-3-1 Bearish Reversal,6499.25,6485.75,6487.75,6469.5,6473.0,6475.5,6502.5,6444.0,6477.75,6421.5,Broke Low
266,2024-11-12,2-1-3 Bearish Reversal,6487.75,6469.5,6473.0,6475.5,6472.5,6431.5,6493.75,6421.5,6399.0,6334.0,Broke Low
267,2024-11-13,1-3-3 Bearish Reversal,6473.0,6475.5,6472.5,6431.5,6394.0,6357.25,6492.5,6334.0,6390.25,6348.5,Broke None
268,2024-11-14,3-3-1 Bearish Reversal,6472.5,6431.5,6394.0,6357.25,6357.5,6376.0,6477.75,6334.0,6404.75,6333.5,Broke Low
269,2024-11-15,2-1-3 Bullish Reversal,6394.0,6357.25,6357.5,6376.0,6341.0,6394.75,6404.75,6333.5,6401.5,6337.25,Broke None
270,2024-11-18,1-3-1 Bullish Reversal,6357.5,6376.0,6341.0,6394.75,6395.75,6397.0,6404.75,6333.5,6442.25,6364.5,Broke High
271,2024-11-19,3-1-1 Bullish Reversal,6341.0,6394.75,6395.75,6397.0,6425.0,6423.75,6442.25,6333.5,6450.75,6420.0,Broke High
272,2024-11-20,1-1-3 Bullish Reversal,6395.75,6397.0,6425.0,6423.75,6425.5,6448.25,6450.75,6337.25,6497.25,6439.75,Broke High
273,2024-11-21,1-3-2 Bullish Reversal,6425.0,6423.75,6425.5,6448.25,6484.0,6470.0,6497.25,6364.5,6501.25,6468.5,Broke High
274,2024-11-22,3-1-3 Bullish Reversal,6425.5,6448.25,6484.0,6470.0,6475.75,6498.75,6501.25,6420.0,6494.25,6457.5,Broke None
275,2024-11-25,1-3-2 Bullish Reversal,6484.0,6470.0,6475.75,6498.75,6490.5,6472.75,6501.25,6439.75,6489.75,6482.0,Broke None
