candle_idx,date,pattern,c1_open,c1_close,c2_open,c2_close,c3_open,c3_close,pattern_high,pattern_low,next_high,next_low,outcome
83,2024-02-28,1-1-3 Bullish Reversal,5715.75,5713.0,5741.5,5744.25,5749.25,5782.25,5792.75,5710.25,5801.25,5776.75,Broke High
84,2024-02-29,1-3-1 Bullish Reversal,5741.5,5744.25,5749.25,5782.25,5779.25,5777.75,5801.25,5713.5,5765.0,5706.5,Broke Low
85,2024-03-01,3-1-3 Bearish Reversal,5749.25,5782.25,5779.25,5777.75,5760.0,5734.75,5801.25,5706.5,5778.5,5741.25,Broke None
86,2024-03-04,1-3-1 Bearish Reversal,5779.25,5777.75,5760.0,5734.75,5762.75,5756.75,5801.25,5706.5,5815.25,5777.75,Broke High
87,2024-03-05,3-1-2 Bullish Reversal,5760.0,5734.75,5762.75,5756.75,5787.5,5802.25,5815.25,5706.5,5839.0,5767.0,Broke High
88,2024-03-06,1-1-3 Bullish Reversal,5762.75,5756.75,5787.5,5802.25,5810.75,5778.0,5839.0,5741.25,5773.5,5738.75,Broke Low
89,2024-03-07,1-3-1 Bearish Reversal,5787.5,5802.25,5810.75,5778.0,5759.25,5772.75,5839.0,5738.75,5828.5,5761.75,Broke None
90,2024-03-08,3-1-3 Bullish Reversal,5810.75,5778.0,5759.25,5772.75,5788.25,5820.75,5839.0,5738.75,5827.75,5799.25,Broke None
91,2024-03-11,1-3-1 Bullish Reversal,5759.25,5772.75,5788.25,5820.75,5825.0,5819.5,5828.5,5738.75,5823.25,5769.75,Broke None
92,2024-03-12,3-1-2 Bearish Reversal,5788.25,5820.75,5825.0,5819.5,5821.75,5799.5,5828.5,5761.75,5783.5,5749.5,Broke Low
93,2024-03-13,1-3-1 Bearish Reversal,5825.0,5819.5,5821.75,5799.5,5767.75,5765.0,5827.75,5749.5,5822.0,5792.0,Broke None
94,2024-03-14,3-1-2 Bearish Reversal,5821.75,5799.5,5767.75,5765.0,5807.25,5796.25,5823.25,5749.5,5826.5,5777.0,Broke High
95,2024-03-15,1-1-3 Bullish Reversal,5767.75,5765.0,5807.25,5796.25,5787.5,5821.25,5826.5,5749.5,5879.5,5814.75,Broke High
96,2024-03-18,1-2-3 Bullish Reversal,5807.25,5796.25,5787.5,5821.25,5822.75,5878.0,5879.5,5777.0,5904.5,5881.75,Broke High
97,2024-03-19,2-3-1 Bullish Reversal,5787.5,5821.25,5822.75,5878.0,5896.75,5889.25,5904.5,5777.0,5887.75,5869.5,Broke None
98,2024-03-20,3-1-1 Bearish Reversal,5822.75,5878.0,5896.75,5889.25,5883.0,5871.5,5904.5,5814.75,5870.5,5856.0,Broke None
99,2024-03-21,2-3-1 Bearish Reversal,5896.75,5889.25,5883.0,5871.5,5858.5,5862.5,5904.5,5856.0,5876.25,5844.75,Broke Low
100,2024-03-22,2-1-3 Bearish Reversal,5883.0,5871.5,5858.5,5862.5,5871.75,5854.25,5887.75,5844.75,5895.5,5852.5,Broke High
101,2024-03-25,1-3-3 Bullish Reversal,5858.5,5862.5,5871.75,5854.25,5874.75,5890.0,5895.5,5844.75,5902.75,5883.75,Broke High
102,2024-03-26,3-3-1 Bullish Reversal,5871.75,5854.25,5874.75,5890.0,5891.25,5886.0,5902.75,5844.75,5899.0,5864.0,Broke None
103,2024-03-27,3-1-3 Bearish Reversal,5874.75,5890.0,5891.25,5886.0,5893.25,5875.5,5902.75,5852.5,5845.0,5816.75,Broke Low
104,2024-03-28,1-3-1 Bearish Reversal,5891.25,5886.0,5893.25,5875.5,5835.0,5843.75,5902.75,5816.75,5862.5,5828.75,Broke None
105,2024-04-01,3-1-3 Bearish Reversal,5893.25,5875.5,5835.0,5843.75,5829.5,5850.75,5899.0,5816.75,5890.25,5774.25,Broke Low
106,2024-04-02,1-1-3 Bearish Reversal,5835.0,5843.75,5829.5,5850.75,5887.0,5778.75,5890.25,5774.25,5854.25,5788.5,Broke None
107,2024-04-03,1-3-1 Bearish Reversal,5829.5,5850.75,5887.0,5778.75,5792.75,5837.5,5890.25,5774.25,5850.5,5827.0,Broke None
108,2024-04-04,3-2-1 Bullish Reversal,5887.0,5778.75,5792.75,5837.5,5840.25,5838.75,5890.25,5774.25,5856.0,5790.0,Broke None
109,2024-04-05,3-1-1 Bullish Reversal,5792.75,5837.5,5840.25,5838.75,5853.5,5847.25,5856.0,5788.5,5808.25,5766.75,Broke Low
110,2024-04-08,1-3-2 Bearish Reversal,5840.25,5838.75,5853.5,5847.25,5781.5,5785.5,5856.0,5766.75,5839.25,5763.5,Broke Low
111,2024-04-09,1-1-3 Bearish Reversal,5853.5,5847.25,5781.5,5785.5,5800.5,5825.0,5856.0,5763.5,5800.5,5731.75,Broke Low
112,2024-04-10,1-2-3 Bearish Reversal,5781.5,5785.5,5800.5,5825.0,5786.0,5748.25,5839.25,5731.75,5794.75,5675.75,Broke Low
113,2024-04-11,1-1-3 Bearish Reversal,5800.5,5825.0,5786.0,5748.25,5793.0,5682.75,5839.25,5675.75,5705.0,5660.5,Broke Low
114,2024-04-12,1-3-1 Bearish Reversal,5786.0,5748.25,5793.0,5682.75,5688.75,5676.25,5800.5,5660.5,5700.75,5628.75,Broke Low
115,2024-04-15,3-1-2 Bearish Reversal,5793.0,5682.75,5688.75,5676.25,5699.25,5643.25,5794.75,5628.75,5677.0,5620.25,Broke Low
116,2024-04-16,1-3-1 Bearish Reversal,5688.75,5676.25,5699.25,5643.25,5655.5,5629.75,5705.0,5620.25,5639.75,5573.0,Broke Low
117,2024-04-17,3-1-2 Bearish Reversal,5699.25,5643.25,5655.5,5629.75,5629.0,5585.25,5700.75,5573.0,5658.5,5587.75,Broke None
118,2024-04-18,1-3-1 Bullish Reversal,5655.5,5629.75,5629.0,5585.25,5612.0,5630.75,5677.0,5573.0,5695.25,5645.5,Broke High
119,2024-04-19,3-1-3 Bullish Reversal,5629.0,5585.25,5612.0,5630.75,5651.25,5694.0,5695.25,5573.0,5706.5,5654.0,Broke High
120,2024-04-22,1-3-3 Bullish Reversal,5612.0,5630.75,5651.25,5694.0,5698.5,5661.5,5706.5,5587.75,5714.5,5604.0,Broke High
121,2024-04-23,1-1-3 Bullish Reversal,5651.25,5694.0,5698.5,5661.5,5621.25,5713.5,5714.5,5604.0,5728.25,5686.25,Broke High
122,2024-04-24,1-3-1 Bullish Reversal,5698.5,5661.5,5621.25,5713.5,5692.75,5713.5,5728.25,5604.0,5736.0,5700.5,Broke High
123,2024-04-25,3-1-1 Bullish Reversal,5621.25,5713.5,5692.75,5713.5,5729.0,5729.0,5736.0,5604.0,5723.0,5632.75,Broke None
124,2024-04-26,1-1-3 Bearish Reversal,5692.75,5713.5,5729.0,5729.0,5712.75,5636.75,5736.0,5632.75,5708.5,5624.0,Broke Low
125,2024-04-29,1-3-1 Bearish Reversal,5729.0,5729.0,5712.75,5636.75,5639.75,5635.5,5736.0,5624.0,5694.75,5618.0,Broke Low
126,2024-04-30,3-1-1 Bullish Reversal,5712.75,5636.75,5639.75,5635.5,5665.0,5692.75,5723.0,5618.0,5748.5,5708.5,Broke High
127,2024-05-01,1-3-1 Bullish Reversal,5639.75,5635.5,5665.0,5692.75,5735.0,5743.25,5748.5,5618.0,5789.5,5755.75,Broke High
128,2024-05-02,3-1-3 Bullish Reversal,5665.0,5692.75,5735.0,5743.25,5760.25,5787.0,5789.5,5618.0,5808.5,5787.25,Broke High
129,2024-05-03,1-3-1 Bullish Reversal,5735.0,5743.25,5760.25,5787.0,5798.0,5793.75,5808.5,5708.5,5799.0,5773.0,Broke None
130,2024-05-06,3-1-2 Bullish Reversal,5760.25,5787.0,5798.0,5793.75,5774.0,5791.75,5808.5,5755.75,5826.5,5786.0,Broke High
131,2024-05-07,1-2-3 Bullish Reversal,5798.0,5793.75,5774.0,5791.75,5793.0,5822.25,5826.5,5773.0,5845.75,5814.5,Broke High
132,2024-05-08,1-3-1 Bullish Reversal,5774.0,5791.75,5793.0,5822.25,5837.25,5823.25,5845.75,5773.0,5845.0,5815.0,Broke None
133,2024-05-09,3-1-1 Bullish Reversal,5793.0,5822.25,5837.25,5823.25,5843.75,5824.75,5845.75,5786.0,5856.0,5823.0,Broke High
134,2024-05-10,1-2-3 Bullish Reversal,5837.25,5823.25,5843.75,5824.75,5828.5,5850.75,5856.0,5814.5,5919.0,5868.5,Broke High
135,2024-05-13,1-1-3 Bullish Reversal,5843.75,5824.75,5828.5,5850.75,5875.25,5912.0,5919.0,5815.0,5930.75,5897.25,Broke High
136,2024-05-14,1-3-1 Bullish Reversal,5828.5,5850.75,5875.25,5912.0,5914.0,5898.0,5930.75,5823.0,5910.5,5887.5,Broke None
137,2024-05-15,3-1-1 Bearish Reversal,5875.25,5912.0,5914.0,5898.0,5902.5,5909.5,5930.75,5868.5,5930.0,5905.5,Broke None
138,2024-05-16,3-1-1 Bullish Reversal,5914.0,5898.0,5902.5,5909.5,5909.75,5913.5,5930.75,5887.5,5929.25,5904.25,Broke None
139,2024-05-17,1-1-3 Bullish Reversal,5902.5,5909.5,5909.75,5913.5,5906.25,5925.75,5930.0,5887.5,5928.75,5888.5,Broke None
140,2024-05-20,1-3-1 Bearish Reversal,5909.75,5913.5,5906.25,5925.75,5919.75,5912.75,5930.0,5888.5,5940.0,5855.25,Broke Both
141,2024-05-21,1-1-3 Bearish Reversal,5906.25,5925.75,5919.75,5912.75,5939.25,5868.25,5940.0,5855.25,5911.0,5876.5,Broke None
142,2024-05-22,1-3-1 Bearish Reversal,5919.75,5912.75,5939.25,5868.25,5886.25,5902.5,5940.0,5855.25,5916.5,5900.25,Broke None
143,2024-05-23,3-1-1 Bullish Reversal,5939.25,5868.25,5886.25,5902.5,5902.0,5915.75,5940.0,5855.25,5913.0,5878.5,Broke None
144,2024-05-24,3-3-1 Bullish Reversal,5886.25,5902.5,5902.0,5915.75,5910.25,5905.75,5916.5,5876.5,5880.0,5850.0,Broke Low
145,2024-05-27,3-1-3 Bearish Reversal,5902.0,5915.75,5910.25,5905.75,5863.75,5851.75,5916.5,5850.0,5858.75,5820.0,Broke Low
146,2024-05-28,1-2-3 Bearish Reversal,5910.25,5905.75,5863.75,5851.75,5851.5,5832.25,5913.0,5820.0,5888.75,5787.25,Broke Low
147,2024-05-29,1-1-3 Bullish Reversal,5863.75,5851.75,5851.5,5832.25,5839.5,5881.0,5888.75,5787.25,5895.0,5828.5,Broke High
148,2024-05-30,1-3-1 Bullish Reversal,5851.5,5832.25,5839.5,5881.0,5894.0,5882.25,5895.0,5787.25,5894.0,5851.25,Broke None
149,2024-05-31,3-1-1 Bullish Reversal,5839.5,5881.0,5894.0,5882.25,5867.0,5886.5,5895.0,5787.25,5950.0,5888.25,Broke High
150,2024-06-03,1-1-3 Bullish Reversal,5894.0,5882.25,5867.0,5886.5,5909.25,5947.5,5950.0,5828.5,5955.0,5927.0,Broke High
151,2024-06-04,2-3-1 Bullish Reversal,5867.0,5886.5,5909.25,5947.5,5951.0,5945.0,5955.0,5851.25,5967.25,5922.75,Broke High
152,2024-06-05,3-1-1 Bearish Reversal,5909.25,5947.5,5951.0,5945.0,5934.25,5935.25,5967.25,5888.25,5957.5,5922.75,Broke None
153,2024-06-06,1-1-3 Bullish Reversal,5951.0,5945.0,5934.25,5935.25,5929.0,5951.25,5967.25,5922.75,5968.0,5916.25,Broke Both
154,2024-06-07,1-3-3 Bullish Reversal,5934.25,5935.25,5929.0,5951.25,5937.25,5965.5,5968.0,5916.25,6036.25,5998.0,Broke High
155,2024-06-10,3-3-1 Bullish Reversal,5929.0,5951.25,5937.25,5965.5,6011.75,6020.25,6036.25,5916.25,6027.75,5990.0,Broke None
156,2024-06-11,3-1-1 Bullish Reversal,5937.25,5965.5,6011.75,6020.25,6026.5,6018.0,6036.25,5916.25,6020.25,5989.75,Broke None
157,2024-06-12,1-1-3 Bearish Reversal,6011.75,6020.25,6026.5,6018.0,6000.25,6017.25,6036.25,5989.75,6078.0,6006.75,Broke High
158,2024-06-13,1-1-3 Bullish Reversal,6026.5,6018.0,6000.25,6017.25,6012.0,6064.25,6078.0,5989.75,6079.75,6060.5,Broke High
159,2024-06-14,1-3-1 Bullish Reversal,6000.25,6017.25,6012.0,6064.25,6064.5,6079.0,6079.75,5989.75,6083.5,6077.0,Broke High
160,2024-06-17,3-1-1 Bullish Reversal,6012.0,6064.25,6064.5,6079.0,6082.75,6078.75,6083.5,6006.75,6093.75,6042.5,Broke High
161,2024-06-18,2-1-3 Bearish Reversal,6064.5,6079.0,6082.75,6078.75,6087.25,6061.0,6093.75,6042.5,6062.75,6036.0,Broke Low
162,2024-06-19,1-3-1 Bearish Reversal,6082.75,6078.75,6087.25,6061.0,6051.25,6053.5,6093.75,6036.0,6075.5,6027.25,Broke Low
163,2024-06-20,3-1-2 Bearish Reversal,6087.25,6061.0,6051.25,6053.5,6048.0,6032.75,6093.75,6027.25,6056.75,6028.75,Broke None
164,2024-06-21,1-3-2 Bearish Reversal,6051.25,6053.5,6048.0,6032.75,6044.25,6052.0,6075.5,6027.25,6066.0,6033.25,Broke None
165,2024-06-24,3-1-2 Bullish Reversal,6048.0,6032.75,6044.25,6052.0,6040.0,6050.5,6075.5,6027.25,6072.0,6047.0,Broke None
166,2024-06-25,1-3-3 Bullish Reversal,6044.25,6052.0,6040.0,6050.5,6055.75,6066.5,6072.0,6028.75,6102.0,6027.75,Broke Both
167,2024-06-26,1-1-3 Bearish Reversal,6040.0,6050.5,6055.75,6066.5,6069.75,6049.25,6102.0,6027.75,6056.5,6021.5,Broke Low
168,2024-06-27,2-3-1 Bearish Reversal,6055.75,6066.5,6069.75,6049.25,6054.0,6049.0,6102.0,6021.5,6086.75,6032.0,Broke None
169,2024-06-28,2-1-3 Bullish Reversal,6069.75,6049.25,6054.0,6049.0,6033.0,6079.75,6102.0,6021.5,6112.75,6080.75,Broke High
170,2024-07-01,1-3-2 Bullish Reversal,6054.0,6049.0,6033.0,6079.75,6081.25,6108.0,6112.75,6021.5,6112.5,6102.25,Broke None
171,2024-07-02,3-2-1 Bullish Reversal,6033.0,6079.75,6081.25,6108.0,6112.25,6105.5,6112.75,6032.0,6143.0,6102.5,Broke High
172,2024-07-03,3-1-3 Bullish Reversal,6081.25,6108.0,6112.25,6105.5,6109.25,6132.0,6143.0,6080.75,6154.5,6132.25,Broke High
173,2024-07-04,1-3-1 Bullish Reversal,6112.25,6105.5,6109.25,6132.0,6146.25,6145.5,6154.5,6102.25,6162.75,6145.25,Broke High
174,2024-07-05,3-1-1 Bullish Reversal,6109.25,6132.0,6146.25,6145.5,6153.0,6149.0,6162.75,6102.5,6207.5,6157.25,Broke High
175,2024-07-08,1-1-3 Bullish Reversal,6146.25,6145.5,6153.0,6149.0,6160.25,6201.5,6207.5,6132.25,6212.75,6147.0,Broke High
176,2024-07-09,1-3-3 Bullish Reversal,6153.0,6149.0,6160.25,6201.5,6203.5,6157.0,6212.75,6145.25,6225.25,6159.5,Broke High
177,2024-07-10,3-3-1 Bearish Reversal,6160.25,6201.5,6203.5,6157.0,6163.0,6184.5,6225.25,6147.0,6235.75,6183.0,Broke High
178,2024-07-11,3-2-1 Bullish Reversal,6203.5,6157.0,6163.0,6184.5,6207.25,6205.25,6235.75,6147.0,6238.25,6207.25,Broke High
179,2024-07-12,3-1-3 Bullish Reversal,6163.0,6184.5,6207.25,6205.25,6215.25,6232.5,6238.25,6159.5,6189.75,6148.75,Broke Low
180,2024-07-15,1-3-3 Bearish Reversal,6207.25,6205.25,6215.25,6232.5,6172.25,6160.0,6238.25,6148.75,6178.75,6087.25,Broke Low
181,2024-07-16,1-1-3 Bearish Reversal,6215.25,6232.5,6172.25,6160.0,6168.75,6117.0,6238.25,6087.25,6121.75,6059.0,Broke Low
182,2024-07-17,1-3-2 Bearish Reversal,6172.25,6160.0,6168.75,6117.0,6104.25,6069.75,6189.75,6059.0,6133.0,6089.75,Broke None
183,2024-07-18,3-2-1 Bullish Reversal,6168.75,6117.0,6104.25,6069.75,6110.5,6125.25,6178.75,6059.0,6146.75,6110.75,Broke None
184,2024-07-19,3-1-1 Bullish Reversal,6104.25,6069.75,6110.5,6125.25,6124.5,6119.25,6146.75,6059.0,6068.75,5979.0,Broke Low
185,2024-07-22,1-1-3 Bearish Reversal,6110.5,6125.25,6124.5,6119.25,6065.5,6000.25,6146.75,5979.0,6050.25,5949.5,Broke Low
186,2024-07-23,1-3-2 Bearish Reversal,6124.5,6119.25,6065.5,6000.25,5988.75,5961.75,6146.75,5949.5,6045.25,5987.0,Broke None
187,2024-07-24,3-1-1 Bullish Reversal,6065.5,6000.25,5988.75,5961.75,5995.5,6016.25,6068.75,5949.5,6042.25,5998.0,Broke None
188,2024-07-25,3-2-1 Bullish Reversal,5988.75,5961.75,5995.5,6016.25,6031.25,6021.5,6050.25,5949.5,6044.5,5950.0,Broke None
189,2024-07-26,1-1-3 Bearish Reversal,5995.5,6016.25,6031.25,6021.5,6033.25,5969.0,6045.25,5950.0,6105.5,6045.75,Broke High
190,2024-07-29,1-3-1 Bullish Reversal,6031.25,6021.5,6033.25,5969.0,6060.25,6087.25,6105.5,5950.0,6117.75,5961.75,Broke High
191,2024-07-30,2-1-3 Bullish Reversal,6033.25,5969.0,6060.25,6087.25,6095.0,5988.25,6117.75,5950.0,5934.25,5848.75,Broke Low
192,2024-07-31,1-3-1 Bearish Reversal,6060.25,6087.25,6095.0,5988.25,5921.5,5875.0,6117.75,5848.75,5796.5,5663.0,Broke Low
193,2024-08-01,3-1-3 Bearish Reversal,6095.0,5988.25,5921.5,5875.0,5676.5,5765.25,6117.75,5663.0,5859.0,5738.75,Broke None
194,2024-08-02,2-3-1 Bearish Reversal,5921.5,5875.0,5676.5,5765.25,5752.25,5766.0,5934.25,5663.0,5876.25,5713.75,Broke None
195,2024-08-05,3-1-3 Bearish Reversal,5676.5,5765.25,5752.25,5766.0,5844.75,5719.25,5876.25,5663.0,5878.0,5776.75,Broke High
196,2024-08-06,1-3-2 Bullish Reversal,5752.25,5766.0,5844.75,5719.25,5797.75,5870.0,5878.0,5713.75,5902.25,5841.75,Broke High
197,2024-08-07,3-2-1 Bullish Reversal,5844.75,5719.25,5797.75,5870.0,5854.5,5882.0,5902.25,5713.75,5913.75,5864.75,Broke High
198,2024-08-08,3-1-1 Bullish Reversal,5797.75,5870.0,5854.5,5882.0,5898.0,5884.75,5913.75,5776.75,5978.25,5918.5,Broke High
199,2024-08-09,2-1-3 Bullish Reversal,5854.5,5882.0,5898.0,5884.75,5920.5,5972.5,5978.25,5841.75,6004.75,5955.75,Broke High
200,2024-08-12,1-3-1 Bullish Reversal,5898.0,5884.75,5920.5,5972.5,5983.25,5998.5,6004.75,5864.75,6088.75,6043.25,Broke High
201,2024-08-13,3-1-2 Bullish Reversal,5920.5,5972.5,5983.25,5998.5,6049.5,6084.0,6088.75,5918.5,6103.25,6064.5,Broke High
202,2024-08-14,1-3-3 Bullish Reversal,5983.25,5998.5,6049.5,6084.0,6066.25,6097.25,6103.25,5955.75,6148.75,6090.5,Broke High
203,2024-08-15,1-1-3 Bullish Reversal,6049.5,6084.0,6066.25,6097.25,6099.25,6142.25,6148.75,6043.25,6160.75,6124.75,Broke High
204,2024-08-16,3-3-1 Bullish Reversal,6066.25,6097.25,6099.25,6142.25,6143.0,6137.0,6160.75,6064.5,6172.25,6130.5,Broke High
205,2024-08-19,3-1-1 Bullish Reversal,6099.25,6142.25,6143.0,6137.0,6148.25,6158.5,6172.25,6090.5,6182.25,6099.75,Broke High
206,2024-08-20,1-1-3 Bearish Reversal,6143.0,6137.0,6148.25,6158.5,6175.75,6115.5,6182.25,6099.75,6179.25,6120.0,Broke None
207,2024-08-21,1-3-1 Bullish Reversal,6148.25,6158.5,6175.75,6115.5,6143.0,6167.75,6182.25,6099.75,6186.0,6136.75,Broke High
208,2024-08-22,3-1-1 Bullish Reversal,6175.75,6115.5,6143.0,6167.75,6178.0,6146.5,6186.0,6099.75,6166.5,6128.5,Broke None
209,2024-08-23,2-3-1 Bearish Reversal,6143.0,6167.75,6178.0,6146.5,6140.25,6160.0,6186.0,6120.0,6161.5,6093.0,Broke Low
210,2024-08-26,2-1-3 Bearish Reversal,6178.0,6146.5,6140.25,6160.0,6157.0,6110.5,6186.0,6093.0,6180.75,6115.0,Broke None
211,2024-08-27,1-3-1 Bearish Reversal,6140.25,6160.0,6157.0,6110.5,6147.5,6135.0,6180.75,6093.0,6182.0,6111.25,Broke High
212,2024-08-28,3-1-2 Bullish Reversal,6157.0,6110.5,6147.5,6135.0,6148.25,6173.5,6182.0,6093.0,6184.0,6169.25,Broke High
213,2024-08-29,1-3-1 Bullish Reversal,6147.5,6135.0,6148.25,6173.5,6174.0,6182.0,6184.0,6111.25,6147.0,6033.75,Broke Low
214,2024-08-30,1-1-3 Bearish Reversal,6148.25,6173.5,6174.0,6182.0,6143.25,6055.5,6184.0,6033.75,6082.0,6032.0,Broke Low
215,2024-09-02,1-3-1 Bearish Reversal,6174.0,6182.0,6143.25,6055.5,6039.75,6044.25,6184.0,6032.0,6074.25,6007.0,Broke Low
216,2024-09-03,3-1-1 Bearish Reversal,6143.25,6055.5,6039.75,6044.25,6045.25,6028.5,6147.0,6007.0,6049.5,5911.0,Broke Low
217,2024-09-04,1-1-3 Bearish Reversal,6039.75,6044.25,6045.25,6028.5,6032.5,5920.75,6082.0,5911.0,6010.0,5959.5,Broke None
218,2024-09-05,1-3-1 Bearish Reversal,6045.25,6028.5,6032.5,5920.75,5979.25,6004.5,6074.25,5911.0,6023.0,5965.25,Broke None
219,2024-09-06,3-1-1 Bullish Reversal,6032.5,5920.75,5979.25,6004.5,6015.25,6016.5,6049.5,5911.0,6084.25,5927.25,Broke High
220,2024-09-09,2-1-3 Bullish Reversal,5979.25,6004.5,6015.25,6016.5,6017.75,6074.75,6084.25,5927.25,6124.25,6057.5,Broke High
221,2024-09-10,1-3-2 Bullish Reversal,6015.25,6016.5,6017.75,6074.75,6080.25,6113.25,6124.25,5927.25,6159.5,6122.5,Broke High
222,2024-09-11,3-2-1 Bullish Reversal,6017.75,6074.75,6080.25,6113.25,6125.25,6144.75,6159.5,5927.25,6160.0,6126.75,Broke High
223,2024-09-12,3-2-1 Bullish Reversal,6080.25,6113.25,6125.25,6144.75,6146.0,6152.0,6160.0,6057.5,6194.25,6135.0,Broke High
224,2024-09-13,3-1-3 Bullish Reversal,6125.25,6144.75,6146.0,6152.0,6179.25,6158.5,6194.25,6122.5,6213.0,6132.5,Broke High
225,2024-09-16,1-3-3 Bearish Reversal,6146.0,6152.0,6179.25,6158.5,6164.5,6147.0,6213.0,6126.75,6254.75,6205.5,Broke High
226,2024-09-17,3-3-1 Bullish Reversal,6179.25,6158.5,6164.5,6147.0,6235.5,6231.75,6254.75,6132.5,6232.25,6190.75,Broke None
227,2024-09-18,3-1-1 Bullish Reversal,6164.5,6147.0,6235.5,6231.75,6217.75,6215.5,6254.75,6132.5,6241.75,6218.25,Broke None
228,2024-09-19,3-2-1 Bullish Reversal,6235.5,6231.75,6217.75,6215.5,6231.75,6232.0,6254.75,6190.75,6251.5,6212.0,Broke None
229,2024-09-20,1-1-3 Bullish Reversal,6217.75,6215.5,6231.75,6232.0,6241.5,6250.0,6251.5,6190.75,6256.0,6225.25,Broke High
230,2024-09-23,1-3-3 Bullish Reversal,6231.75,6232.0,6241.5,6250.0,6247.75,6240.5,6256.0,6212.0,6284.5,6235.5,Broke High
231,2024-09-24,1-1-3 Bullish Reversal,6241.5,6250.0,6247.75,6240.5,6281.5,6261.0,6284.5,6212.0,6278.75,6239.25,Broke None
232,2024-09-25,1-3-3 Bullish Reversal,6247.75,6240.5,6281.5,6261.0,6268.75,6243.0,6284.5,6225.25,6277.5,6213.5,Broke Low
233,2024-09-26,1-3-3 Bullish Reversal,6281.5,6261.0,6268.75,6243.0,6237.5,6263.5,6284.5,6213.5,6266.75,6190.25,Broke Low
234,2024-09-27,1-1-3 Bearish Reversal,6268.75,6243.0,6237.5,6263.5,6265.75,6215.5,6278.75,6190.25,6230.5,6181.25,Broke Low
235,2024-09-30,1-3-1 Bearish Reversal,6237.5,6263.5,6265.75,6215.5,6207.0,6227.25,6277.5,6181.25,6227.25,6183.0,Broke None
236,2024-10-01,3-2-1 Bearish Reversal,6265.75,6215.5,6207.0,6227.25,6201.75,6201.25,6266.75,6181.25,6262.0,6206.75,Broke None
237,2024-10-02,3-1-1 Bullish Reversal,6207.0,6227.25,6201.75,6201.25,6250.75,6252.75,6262.0,6181.25,6246.0,6191.5,Broke None
238,2024-10-03,1-1-3 Bullish Reversal,6201.75,6201.25,6250.75,6252.75,6239.0,6207.25,6262.0,6183.0,6264.0,6221.0,Broke High
239,2024-10-04,1-3-3 Bullish Reversal,6250.75,6252.75,6239.0,6207.25,6229.75,6255.5,6264.0,6191.5,6303.75,6251.0,Broke High
240,2024-10-07,2-1-3 Bullish Reversal,6239.0,6207.25,6229.75,6255.5,6256.75,6293.75,6303.75,6191.5,6300.5,6268.75,Broke None
241,2024-10-08,2-3-1 Bullish Reversal,6229.75,6255.5,6256.75,6293.75,6282.75,6288.25,6303.75,6221.0,6325.5,6280.5,Broke High
242,2024-10-09,3-1-3 Bullish Reversal,6256.75,6293.75,6282.75,6288.25,6281.75,6310.5,6325.5,6251.0,6375.75,6330.25,Broke High
243,2024-10-10,1-3-3 Bullish Reversal,6282.75,6288.25,6281.75,6310.5,6333.75,6371.0,6375.75,6268.75,6371.25,6307.25,Broke None
244,2024-10-11,1-2-3 Bullish Reversal,6281.75,6310.5,6333.75,6371.0,6368.25,6318.0,6375.75,6280.5,6350.0,6310.5,Broke None
245,2024-10-14,2-3-1 Bearish Reversal,6333.75,6371.0,6368.25,6318.0,6319.0,6341.0,6375.75,6307.25,6382.25,6342.0,Broke High
246,2024-10-15,3-1-2 Bullish Reversal,6368.25,6318.0,6319.0,6341.0,6380.25,6344.75,6382.25,6307.25,6372.75,6343.75,Broke None
247,2024-10-16,2-3-1 Bullish Reversal,6319.0,6341.0,6380.25,6344.75,6358.75,6364.75,6382.25,6310.5,6365.75,6322.25,Broke None
248,2024-10-17,3-1-1 Bullish Reversal,6380.25,6344.75,6358.75,6364.75,6355.75,6356.0,6382.25,6322.25,6361.5,6319.5,Broke Low
249,2024-10-18,1-1-3 Bearish Reversal,6358.75,6364.75,6355.75,6356.0,6326.5,6344.25,6372.75,6319.5,6332.0,6258.25,Broke Low
250,2024-10-21,1-2-3 Bearish Reversal,6355.75,6356.0,6326.5,6344.25,6327.5,6299.25,6365.75,6258.25,6315.0,6279.75,Broke None
251,2024-10-22,2-3-1 Bearish Reversal,6326.5,6344.25,6327.5,6299.25,6314.25,6310.0,6361.5,6258.25,6358.0,6292.25,Broke None
252,2024-10-23,3-1-3 Bearish Reversal,6327.5,6299.25,6314.25,6310.0,6327.25,6298.75,6358.0,6258.25,6338.0,6316.75,Broke None
253,2024-10-24,1-3-2 Bullish Reversal,6314.25,6310.0,6327.25,6298.75,6337.25,6321.5,6358.0,6279.75,6341.0,6294.75,Broke None
254,2024-10-25,3-1-3 Bullish Reversal,6327.25,6298.75,6337.25,6321.5,6309.25,6335.25,6358.0,6292.25,6344.0,6297.5,Broke None
255,2024-10-28,1-3-2 Bearish Reversal,6337.25,6321.5,6309.25,6335.25,6323.5,6302.5,6344.0,6294.75,6264.5,6190.5,Broke Low
256,2024-10-29,1-1-3 Bearish Reversal,6309.25,6335.25,6323.5,6302.5,6264.5,6195.75,6344.0,6190.5,6261.0,6209.75,Broke None
257,2024-10-30,1-3-1 Bearish Reversal,6323.5,6302.5,6264.5,6195.75,6218.0,6216.5,6344.0,6190.5,6228.75,6181.5,Broke Low
