et,expiry,spot,net_gex,net_vol_gex,call_gamma,put_gamma
2026-07-29 04:01:06.539,2026-07-29,7440.44,-7.2384696e+07,-1.7856768e+08,0.00508764,0.00508764
2026-07-29 04:02:06.573,2026-07-29,7441.69,-7.2409016e+07,-1.786277e+08,0.00508764,0.00508764
2026-07-29 04:03:06.598,2026-07-29,7440.69,-7.238956e+07,-1.7857968e+08,0.00508764,0.00508764
2026-07-29 04:04:06.623,2026-07-29,7441.19,-7.277801e+07,-1.7953797e+08,0.0051142536,0.0051142536
2026-07-29 04:05:06.646,2026-07-29,7439.19,-7.273889e+07,-1.7944147e+08,0.0051142536,0.0051142536
2026-07-29 04:06:06.672,2026-07-29,7439.94,-7.309821e+07,-1.8032789e+08,0.005138481,0.005138481
2026-07-29 04:07:06.7,2026-07-29,7440.69,-7.311295e+07,-1.8064874e+08,0.005138481,0.005138481
2026-07-29 04:08:06.727,2026-07-29,7439.94,-7.309821e+07,-1.8061232e+08,0.005138481,0.005138481
2026-07-29 04:09:06.759,2026-07-29,7440.44,-7.264872e+07,-1.8006706e+08,0.0051061977,0.0051061977
2026-07-29 04:10:06.795,2026-07-29,7439.44,-7.262919e+07,-1.7973606e+08,0.0051061977,0.0051061977
2026-07-29 04:11:06.822,2026-07-29,7438.94,-7.261943e+07,-1.805596e+08,0.0051061977,0.0051061977
2026-07-29 04:12:06.846,2026-07-29,7438.69,-7.266143e+07,-1.8066403e+08,0.005109494,0.005109494
2026-07-29 04:13:06.869,2026-07-29,7436.69,-7.262237e+07,-1.828275e+08,0.005109494,0.005109494
2026-07-29 04:14:06.897,2026-07-29,7436.69,-7.370023e+07,-1.8582782e+08,0.00518533,0.00518533
2026-07-29 04:15:06.925,2026-07-29,7435.19,-7.3672816e+07,-1.8604536e+08,0.0051854923,0.0051854923
2026-07-29 04:16:06.953,2026-07-29,7434.94,-7.4494464e+07,-1.8898986e+08,0.005243677,0.005243677
2026-07-29 04:17:06.981,2026-07-29,7436.44,-7.453244e+07,-1.8879618e+08,0.005244234,0.005244234
2026-07-29 04:18:07.003,2026-07-29,7437.19,-7.4085776e+07,-1.8766475e+08,0.0052117547,0.0052117547
2026-07-29 04:19:07.026,2026-07-29,7436.69,-7.4777936e+07,-1.8941803e+08,0.0052611534,0.0052611534
2026-07-29 04:20:07.054,2026-07-29,7435.19,-7.4606664e+07,-1.8985509e+08,0.005251222,0.005251222
2026-07-29 04:21:07.079,2026-07-29,7435.19,-7.4947656e+07,-1.9072283e+08,0.0052752225,0.0052752225
2026-07-29 04:22:07.107,2026-07-29,7435.44,-7.540671e+07,-1.9247782e+08,0.0053071766,0.0053071766
2026-07-29 04:23:07.132,2026-07-29,7435.19,-7.5518176e+07,-1.9276234e+08,0.005315379,0.005315379
2026-07-29 04:24:07.158,2026-07-29,7433.94,-7.528183e+07,-1.92452e+08,0.005300526,0.005300526
2026-07-29 04:25:07.185,2026-07-29,7431.69,-7.586225e+07,-1.9423098e+08,0.0053446274,0.0053446274
2026-07-29 04:26:07.213,2026-07-29,7431.44,-7.712581e+07,-1.9746608e+08,0.005434013,0.005434013
2026-07-29 04:27:07.243,2026-07-29,7430.19,-7.7099864e+07,-1.9679966e+08,0.005434013,0.005434013
2026-07-29 04:28:07.269,2026-07-29,7431.94,-7.7847936e+07,-1.9931494e+08,0.0054841535,0.0054841535
2026-07-29 04:29:07.309,2026-07-29,7430.44,-7.736323e+07,-2.0168624e+08,0.0054522078,0.0054522078
2026-07-29 04:30:07.338,2026-07-29,7431.69,-7.7389256e+07,-2.0205523e+08,0.0054522078,0.0054522078
2026-07-29 04:31:07.365,2026-07-29,7434.69,-7.758607e+07,-2.0377666e+08,0.0054616635,0.0054616635
2026-07-29 04:32:07.392,2026-07-29,7438.44,-7.7348176e+07,-2.0525859e+08,0.005439428,0.005439428
2026-07-29 04:33:07.418,2026-07-29,7440.19,-7.616139e+07,-2.0270192e+08,0.0053534494,0.0053534494
2026-07-29 04:34:07.457,2026-07-29,7439.94,-7.4676744e+07,-1.9904114e+08,0.0052494453,0.0052494453
2026-07-29 04:35:07.489,2026-07-29,7439.69,-7.467173e+07,-2.0018997e+08,0.0052494453,0.0052494453
2026-07-29 04:36:07.518,2026-07-29,7438.94,-7.465667e+07,-2.001496e+08,0.0052494453,0.0052494453
2026-07-29 04:37:07.544,2026-07-29,7440.44,-7.5241184e+07,-2.0318048e+08,0.005288412,0.005288412
2026-07-29 04:38:07.571,2026-07-29,7439.94,-7.523107e+07,-2.0315317e+08,0.005288412,0.005288412
2026-07-29 04:39:07.597,2026-07-29,7438.94,-7.494137e+07,-2.0237085e+08,0.005269463,0.005269463
2026-07-29 04:40:07.621,2026-07-29,7438.69,-7.493633e+07,-2.0235725e+08,0.005269463,0.005269463
2026-07-29 04:41:07.65,2026-07-29,7439.94,-7.496152e+07,-2.0242526e+08,0.005269463,0.005269463
2026-07-29 04:42:07.672,2026-07-29,7439.19,-7.461452e+07,-2.0148822e+08,0.0052461284,0.0052461284
2026-07-29 04:43:07.697,2026-07-29,7440.44,-7.463959e+07,-2.0184637e+08,0.0052461284,0.0052461284
2026-07-29 04:44:07.721,2026-07-29,7442.44,-7.467973e+07,-2.019549e+08,0.0052461284,0.0052461284
2026-07-29 04:45:07.746,2026-07-29,7442.69,-7.3464736e+07,-1.9866923e+08,0.005160431,0.005160431
2026-07-29 04:46:07.77,2026-07-29,7443.44,-7.285369e+07,-1.9701678e+08,0.005116477,0.005116477
2026-07-29 04:47:07.795,2026-07-29,7443.94,-7.2730024e+07,-1.9668235e+08,0.0051071057,0.0051071057
2026-07-29 04:48:07.82,2026-07-29,7444.44,-7.2083704e+07,-1.9493454e+08,0.0050610416,0.0050610416
2026-07-29 04:49:07.846,2026-07-29,7441.94,-7.2285256e+07,-1.9547958e+08,0.005078603,0.005078603
2026-07-29 04:50:07.87,2026-07-29,7445.44,-7.2824864e+07,-1.997725e+08,0.0051117055,0.0051117055
2026-07-29 04:51:07.895,2026-07-29,7445.19,-7.221928e+07,-2.1469077e+08,0.005069539,0.005069539
2026-07-29 04:52:07.921,2026-07-29,7443.44,-7.157324e+07,-2.1221328e+08,0.0050265524,0.0050265524
2026-07-29 04:53:07.948,2026-07-29,7443.19,-7.224608e+07,-2.1505157e+08,0.005074146,0.005074146
2026-07-29 04:54:07.977,2026-07-29,7442.19,-7.2365056e+07,-2.3173712e+08,0.005083868,0.005083868
2026-07-29 04:55:07.999,2026-07-29,7442.44,-7.2437064e+07,-2.3196773e+08,0.005088585,0.005088585
2026-07-29 04:56:08.026,2026-07-29,7441.94,-7.362219e+07,-2.357629e+08,0.0051725334,0.0051725334
2026-07-29 04:57:08.056,2026-07-29,7441.69,-7.361725e+07,-2.3574706e+08,0.0051725334,0.0051725334
2026-07-29 04:58:08.086,2026-07-29,7441.44,-7.328941e+07,-2.3555274e+08,0.0051498446,0.0051498446
2026-07-29 04:59:08.11,2026-07-29,7439.94,-7.3259864e+07,-2.36598e+08,0.0051498446,0.0051498446
2026-07-29 05:00:08.14,2026-07-29,7441.94,-7.3299256e+07,-2.3672523e+08,0.0051498446,0.0051498446
2026-07-29 05:01:08.168,2026-07-29,7441.69,-7.3510456e+07,-2.374073e+08,0.00516503,0.00516503
2026-07-29 05:02:08.198,2026-07-29,7442.94,-7.353515e+07,-2.3748707e+08,0.00516503,0.00516503
2026-07-29 05:03:08.228,2026-07-29,7440.19,-7.274812e+07,-2.349453e+08,0.0051135276,0.0051135276
2026-07-29 05:04:08.256,2026-07-29,7443.94,-7.3628624e+07,-2.3836192e+08,0.0051702056,0.0051702056
2026-07-29 05:05:08.279,2026-07-29,7442.19,-7.359401e+07,-2.3824986e+08,0.0051702056,0.0051702056
2026-07-29 05:06:08.307,2026-07-29,7442.44,-7.285875e+07,-2.3586958e+08,0.005118208,0.005118208
2026-07-29 05:07:08.332,2026-07-29,7442.19,-7.2895736e+07,-2.3627294e+08,0.0051211496,0.0051211496
2026-07-29 05:08:08.358,2026-07-29,7441.19,-7.238339e+07,-2.346123e+08,0.005086523,0.005086523
2026-07-29 05:09:08.381,2026-07-29,7441.94,-7.3214816e+07,-2.3730717e+08,0.005143912,0.005143912
2026-07-29 05:10:08.408,2026-07-29,7442.19,-7.3219736e+07,-2.373231e+08,0.005143912,0.005143912
2026-07-29 05:11:08.435,2026-07-29,7441.19,-7.306853e+07,-2.3740163e+08,0.0051346687,0.0051346687
2026-07-29 05:12:08.461,2026-07-29,7442.69,-7.3097984e+07,-2.3835064e+08,0.0051346687,0.0051346687
2026-07-29 05:13:08.491,2026-07-29,7442.69,-7.3097984e+07,-2.3863506e+08,0.0051346687,0.0051346687
2026-07-29 05:14:08.515,2026-07-29,7441.69,-7.305469e+07,-2.384937e+08,0.0051330063,0.0051330063
2026-07-29 05:15:08.541,2026-07-29,7442.94,-7.3236616e+07,-2.3937259e+08,0.005144061,0.005144061
2026-07-29 05:16:08.571,2026-07-29,7442.44,-7.3226776e+07,-2.3934043e+08,0.005144061,0.005144061
2026-07-29 05:17:08.603,2026-07-29,7440.94,-7.3197264e+07,-2.3952878e+08,0.005144061,0.005144061
2026-07-29 05:18:08.637,2026-07-29,7440.69,-7.3392224e+07,-2.4016678e+08,0.005158109,0.005158109
2026-07-29 05:19:08.664,2026-07-29,7442.19,-7.3421824e+07,-2.4026362e+08,0.005158109,0.005158109
2026-07-29 05:20:08.69,2026-07-29,7441.19,-7.340209e+07,-2.4019906e+08,0.005158109,0.005158109
2026-07-29 05:21:08.716,2026-07-29,7440.94,-7.339716e+07,-2.4046851e+08,0.005158109,0.005158109
2026-07-29 05:22:08.741,2026-07-29,7440.69,-7.3838184e+07,-2.4220074e+08,0.0051894514,0.0051894514
2026-07-29 05:23:08.772,2026-07-29,7442.44,-7.387292e+07,-2.4835098e+08,0.0051894514,0.0051894514
2026-07-29 05:24:08.8,2026-07-29,7440.19,-7.3390384e+07,-2.4729989e+08,0.0051586726,0.0051586726
2026-07-29 05:25:08.824,2026-07-29,7440.44,-7.339531e+07,-2.4731651e+08,0.0051586726,0.0051586726
2026-07-29 05:26:08.846,2026-07-29,7442.44,-7.3766216e+07,-2.4885333e+08,0.0051819556,0.0051819556
2026-07-29 05:27:08.871,2026-07-29,7440.44,-7.372657e+07,-2.487196e+08,0.0051819556,0.0051819556
2026-07-29 05:28:08.895,2026-07-29,7439.69,-7.371171e+07,-2.4895627e+08,0.0051819556,0.0051819556
2026-07-29 05:29:08.922,2026-07-29,7439.94,-7.441571e+07,-2.5741467e+08,0.0052310955,0.0052310955
2026-07-29 05:30:08.946,2026-07-29,7440.69,-7.443072e+07,-2.5746658e+08,0.0052310955,0.0052310955
2026-07-29 05:31:08.974,2026-07-29,7439.94,-7.421017e+07,-2.5670365e+08,0.0052166465,0.0052166465
2026-07-29 05:32:09.001,2026-07-29,7439.44,-7.420019e+07,-2.5666914e+08,0.0052166465,0.0052166465
2026-07-29 05:33:09.029,2026-07-29,7438.94,-7.446728e+07,-2.5817254e+08,0.005236128,0.005236128
2026-07-29 05:34:09.059,2026-07-29,7439.44,-7.447729e+07,-2.5878683e+08,0.005236128,0.005236128
2026-07-29 05:35:09.084,2026-07-29,7439.69,-7.4580304e+07,-2.5914478e+08,0.005243018,0.005243018
2026-07-29 05:36:09.112,2026-07-29,7440.44,-7.45374e+07,-2.5899573e+08,0.0052389456,0.0052389456
2026-07-29 05:37:09.14,2026-07-29,7440.19,-7.453239e+07,-2.5897832e+08,0.0052389456,0.0052389456
2026-07-29 05:38:09.168,2026-07-29,7441.19,-7.428029e+07,-2.5810234e+08,0.005219822,0.005219822
2026-07-29 05:39:09.199,2026-07-29,7442.69,-7.431024e+07,-2.5878469e+08,0.005219822,0.005219822
2026-07-29 05:40:09.223,2026-07-29,7440.94,-7.3498616e+07,-2.5881808e+08,0.005165239,0.005165239
2026-07-29 05:41:09.251,2026-07-29,7442.19,-7.352331e+07,-2.5890504e+08,0.005165239,0.005165239
2026-07-29 05:42:09.278,2026-07-29,7442.69,-7.353319e+07,-2.5893984e+08,0.005165239,0.005165239
2026-07-29 05:43:09.302,2026-07-29,7444.44,-7.340609e+07,-2.5849226e+08,0.005153887,0.005153887
2026-07-29 05:44:09.33,2026-07-29,7442.69,-7.320557e+07,-2.5778614e+08,0.005142226,0.005142226
2026-07-29 05:45:09.354,2026-07-29,7443.69,-7.340084e+07,-2.6132984e+08,0.005154557,0.005154557
2026-07-29 05:46:09.387,2026-07-29,7445.19,-7.318028e+07,-2.6225307e+08,0.005136998,0.005136998
2026-07-29 05:47:09.415,2026-07-29,7444.69,-7.239883e+07,-2.5945262e+08,0.0050828257,0.0050828257
2026-07-29 05:48:09.437,2026-07-29,7445.94,-7.219929e+07,-2.5901846e+08,0.0050671147,0.0050671147
2026-07-29 05:49:09.468,2026-07-29,7446.44,-7.2052104e+07,-2.593315e+08,0.005056106,0.005056106
2026-07-29 05:50:09.495,2026-07-29,7447.94,-7.227135e+07,-2.6040184e+08,0.0050694486,0.0050694486
2026-07-29 05:51:09.52,2026-07-29,7448.94,-7.152428e+07,-2.5771006e+08,0.0050156987,0.0050156987
2026-07-29 05:52:09.548,2026-07-29,7450.69,-7.027396e+07,-2.5320501e+08,0.004925704,0.004925704
2026-07-29 05:53:09.572,2026-07-29,7451.69,-6.938164e+07,-2.548493e+08,0.004861854,0.004861854
2026-07-29 05:54:09.599,2026-07-29,7449.19,-6.9335096e+07,-2.5494811e+08,0.004861854,0.004861854
2026-07-29 05:55:09.625,2026-07-29,7446.69,-7.0694616e+07,-2.6022221e+08,0.0049605137,0.0049605137
2026-07-29 05:56:09.65,2026-07-29,7445.19,-7.0666136e+07,-2.6534173e+08,0.0049605137,0.0049605137
2026-07-29 05:57:09.685,2026-07-29,7443.69,-7.182843e+07,-2.6998547e+08,0.0050441353,0.0050441353
2026-07-29 05:58:09.717,2026-07-29,7445.19,-7.271977e+07,-2.7361872e+08,0.005104671,0.005104671
2026-07-29 05:59:09.742,2026-07-29,7446.44,-7.2863664e+07,-2.7416016e+08,0.0051130555,0.0051130555
2026-07-29 06:00:09.769,2026-07-29,7445.44,-7.2587104e+07,-2.7311955e+08,0.0050950167,0.0050950167
2026-07-29 06:01:09.795,2026-07-29,7445.19,-7.19814e+07,-2.708405e+08,0.0050528403,0.0050528403
2026-07-29 06:02:09.819,2026-07-29,7446.69,-7.246305e+07,-2.7293472e+08,0.005084601,0.005084601
2026-07-29 06:03:09.896,2026-07-29,7447.19,-7.216215e+07,-2.7208218e+08,0.0050628083,0.0050628083
2026-07-29 06:04:09.926,2026-07-29,7446.94,-7.2120824e+07,-2.7192637e+08,0.0050602485,0.0050602485
2026-07-29 06:05:09.952,2026-07-29,7446.94,-7.17908e+07,-2.7096138e+08,0.0050370926,0.0050370926
2026-07-29 06:06:09.99,2026-07-29,7447.44,-7.168995e+07,-2.7058077e+08,0.005029342,0.005029342
2026-07-29 06:07:10.018,2026-07-29,7443.44,-7.072915e+07,-2.6695438e+08,0.004967272,0.004967272
2026-07-29 06:08:10.047,2026-07-29,7443.94,-7.0738656e+07,-2.6864173e+08,0.004967272,0.004967272
2026-07-29 06:09:10.075,2026-07-29,7444.44,-7.308421e+07,-2.7754938e+08,0.0051312875,0.0051312875
2026-07-29 06:10:10.098,2026-07-29,7445.69,-7.282599e+07,-2.7656877e+08,0.0051114415,0.0051114415
2026-07-29 06:11:10.122,2026-07-29,7444.94,-7.2748856e+07,-2.762758e+08,0.0051070563,0.0051070563
2026-07-29 06:12:10.148,2026-07-29,7444.19,-7.2535856e+07,-2.754669e+08,0.0050931294,0.0050931294
2026-07-29 06:13:10.183,2026-07-29,7443.19,-7.2618816e+07,-2.7578195e+08,0.0051003247,0.0051003247
2026-07-29 06:14:10.214,2026-07-29,7443.69,-7.2756304e+07,-2.7715338e+08,0.005109295,0.005109295
2026-07-29 06:15:10.238,2026-07-29,7444.69,-7.255347e+07,-2.7976845e+08,0.005093682,0.005093682
2026-07-29 06:16:10.265,2026-07-29,7444.44,-7.2666816e+07,-2.8048826e+08,0.005101982,0.005101982
2026-07-29 06:17:10.288,2026-07-29,7444.94,-7.265023e+07,-2.8042422e+08,0.005100133,0.005100133
2026-07-29 06:18:10.314,2026-07-29,7445.69,-7.233812e+07,-2.79501e+08,0.005077199,0.005077199
2026-07-29 06:19:10.342,2026-07-29,7444.19,-7.2364016e+07,-2.7988262e+08,0.005081064,0.005081064
2026-07-29 06:20:10.366,2026-07-29,7444.19,-7.211284e+07,-2.7975293e+08,0.005063427,0.005063427
2026-07-29 06:21:10.393,2026-07-29,7444.19,-7.2564216e+07,-2.8178634e+08,0.005095121,0.005095121
2026-07-29 06:22:10.418,2026-07-29,7443.69,-7.2740416e+07,-2.827536e+08,0.005108179,0.005108179
2026-07-29 06:23:10.443,2026-07-29,7444.19,-7.282763e+07,-2.8309264e+08,0.0051136166,0.0051136166
2026-07-29 06:24:10.468,2026-07-29,7443.94,-7.2917936e+07,-2.8344365e+08,0.0051203016,0.0051203016
2026-07-29 06:25:10.497,2026-07-29,7442.94,-7.279473e+07,-2.8296474e+08,0.0051130233,0.0051130233
2026-07-29 06:26:10.524,2026-07-29,7441.94,-7.2963176e+07,-2.8390342e+08,0.0051262323,0.0051262323
2026-07-29 06:27:10.552,2026-07-29,7442.94,-7.3698616e+07,-2.876253e+08,0.005176511,0.005176511
2026-07-29 06:28:10.58,2026-07-29,7442.69,-7.3693664e+07,-2.8789274e+08,0.005176511,0.005176511
2026-07-29 06:29:10.604,2026-07-29,7444.19,-7.321429e+07,-2.8602003e+08,0.005140766,0.005140766
2026-07-29 06:30:10.627,2026-07-29,7445.69,-7.32438e+07,-2.867053e+08,0.005140766,0.005140766
2026-07-29 06:31:10.652,2026-07-29,7443.94,-6.665756e+07,-2.868554e+08,0.005140766,0.005140766
2026-07-29 06:32:10.68,2026-07-29,7442.44,-6.6304544e+07,-2.8561958e+08,0.005115602,0.005115602
2026-07-29 06:33:10.706,2026-07-29,7442.44,-6.667058e+07,-2.8776618e+08,0.005143843,0.005143843
2026-07-29 06:34:10.734,2026-07-29,7443.19,-6.673232e+07,-2.8831786e+08,0.005147569,0.005147569
2026-07-29 06:35:10.767,2026-07-29,7441.44,-6.6700944e+07,-2.8818227e+08,0.005147569,0.005147569
2026-07-29 06:36:10.796,2026-07-29,7441.19,-6.6696464e+07,-2.8958806e+08,0.005147569,0.005147569
2026-07-29 06:37:10.821,2026-07-29,7441.19,-6.706256e+07,-2.911776e+08,0.005175824,0.005175824
2026-07-29 06:38:10.85,2026-07-29,7440.19,-6.7044536e+07,-2.9138586e+08,0.005175824,0.005175824
2026-07-29 06:39:10.877,2026-07-29,7439.69,-6.721248e+07,-2.9182854e+08,0.0051894863,0.0051894863
2026-07-29 06:40:10.904,2026-07-29,7438.69,-6.7194416e+07,-2.9232442e+08,0.0051894863,0.0051894863
2026-07-29 06:41:10.927,2026-07-29,7440.69,-6.723055e+07,-2.947801e+08,0.0051894863,0.0051894863
2026-07-29 06:42:10.956,2026-07-29,7441.19,-6.7239584e+07,-2.9625648e+08,0.0051894863,0.0051894863
2026-07-29 06:43:10.985,2026-07-29,7440.44,-6.7082736e+07,-2.967121e+08,0.005178425,0.005178425
2026-07-29 06:44:11.016,2026-07-29,7441.19,-6.709626e+07,-2.973454e+08,0.005178425,0.005178425
2026-07-29 06:45:11.064,2026-07-29,7440.94,-6.7534896e+07,-2.9928928e+08,0.0052126287,0.0052126287
2026-07-29 06:46:11.094,2026-07-29,7440.69,-6.753036e+07,-2.9926915e+08,0.0052126287,0.0052126287
2026-07-29 06:47:11.122,2026-07-29,7439.94,-6.788004e+07,-3.011089e+08,0.005240677,0.005240677
2026-07-29 06:48:11.146,2026-07-29,7439.44,-6.787092e+07,-3.0106842e+08,0.005240677,0.005240677
2026-07-29 06:49:11.175,2026-07-29,7440.19,-6.78846e+07,-3.0025882e+08,0.005240677,0.005240677
2026-07-29 06:50:11.201,2026-07-29,7440.19,-6.7375296e+07,-2.980061e+08,0.005201358,0.005201358
2026-07-29 06:51:11.24,2026-07-29,7442.19,-6.741152e+07,-2.9845443e+08,0.005201358,0.005201358
2026-07-29 06:52:11.265,2026-07-29,7437.94,-6.733455e+07,-2.989769e+08,0.005201358,0.005201358
2026-07-29 06:53:11.295,2026-07-29,7438.19,-6.812499e+07,-3.0248662e+08,0.0052620634,0.0052620634
2026-07-29 06:54:11.328,2026-07-29,7438.19,-6.812499e+07,-3.0277776e+08,0.0052620634,0.0052620634
2026-07-29 06:55:11.353,2026-07-29,7436.94,-6.8444224e+07,-3.0419654e+08,0.0052884985,0.0052884985
2026-07-29 06:56:11.375,2026-07-29,7437.44,-6.8419184e+07,-3.0467005e+08,0.005285853,0.005285853
2026-07-29 06:57:11.402,2026-07-29,7438.69,-6.8305664e+07,-3.0474832e+08,0.005275309,0.005275309
2026-07-29 06:58:11.431,2026-07-29,7437.94,-6.778975e+07,-3.021569e+08,0.0052365214,0.0052365214
2026-07-29 06:59:11.456,2026-07-29,7437.69,-6.77852e+07,-3.0213658e+08,0.0052365214,0.0052365214
2026-07-29 07:00:11.481,2026-07-29,7439.44,-6.813689e+07,-3.0370416e+08,0.0052612135,0.0052612135
2026-07-29 07:01:11.509,2026-07-29,7440.94,-6.7838336e+07,-3.0237344e+08,0.005236049,0.005236049
2026-07-29 07:02:11.541,2026-07-29,7440.44,-6.7829216e+07,-3.0291254e+08,0.005236049,0.005236049
2026-07-29 07:03:11.57,2026-07-29,7441.44,-6.7058788e+07,-2.9947194e+08,0.005175185,0.005175185
2026-07-29 07:04:11.598,2026-07-29,7441.19,-6.705428e+07,-2.9973837e+08,0.005175185,0.005175185
2026-07-29 07:05:11.62,2026-07-29,7440.69,-6.735339e+07,-3.0107542e+08,0.0051989686,0.0051989686
2026-07-29 07:06:11.647,2026-07-29,7439.44,-6.733076e+07,-3.0097427e+08,0.0051989686,0.0051989686
2026-07-29 07:07:11.672,2026-07-29,7439.94,-6.790699e+07,-3.0355005e+08,0.005242757,0.005242757
2026-07-29 07:08:11.699,2026-07-29,7440.94,-6.792525e+07,-3.0363165e+08,0.005242757,0.005242757
2026-07-29 07:09:11.723,2026-07-29,7442.69,-6.79572e+07,-3.040649e+08,0.005242757,0.005242757
2026-07-29 07:10:11.751,2026-07-29,7443.44,-6.6412784e+07,-2.9715462e+08,0.0051225764,0.0051225764
2026-07-29 07:11:11.783,2026-07-29,7443.94,-6.6384204e+07,-2.9731046e+08,0.005119684,0.005119684
2026-07-29 07:12:11.813,2026-07-29,7443.19,-6.5981916e+07,-2.960727e+08,0.0050896844,0.0050896844
2026-07-29 07:13:11.836,2026-07-29,7443.19,-6.5992496e+07,-2.9612016e+08,0.0050905,0.0050905
2026-07-29 07:14:11.866,2026-07-29,7443.19,-6.6109184e+07,-2.9664378e+08,0.0050995015,0.0050995015
2026-07-29 07:15:11.892,2026-07-29,7441.44,-6.6011168e+07,-2.9676816e+08,0.0050943363,0.0050943363
2026-07-29 07:16:11.919,2026-07-29,7442.19,-6.6614664e+07,-2.9976598e+08,0.005139874,0.005139874
2026-07-29 07:17:11.946,2026-07-29,7442.19,-6.6614664e+07,-3.0005066e+08,0.005139874,0.005139874
2026-07-29 07:18:11.973,2026-07-29,7444.44,-6.6654948e+07,-3.0080182e+08,0.005139874,0.005139874
2026-07-29 07:19:11.999,2026-07-29,7443.94,-6.6519532e+07,-3.0104352e+08,0.005130121,0.005130121
2026-07-29 07:20:12.029,2026-07-29,7443.19,-6.6506128e+07,-3.0098285e+08,0.005130121,0.005130121
2026-07-29 07:21:12.058,2026-07-29,7443.94,-6.6519532e+07,-3.0104352e+08,0.005130121,0.005130121
2026-07-29 07:22:12.08,2026-07-29,7444.94,-6.5894364e+07,-2.9849584e+08,0.0050805416,0.0050805416
2026-07-29 07:23:12.109,2026-07-29,7442.94,-6.5502476e+07,-2.967206e+08,0.005053041,0.005053041
2026-07-29 07:24:12.134,2026-07-29,7443.19,-6.5603404e+07,-2.9745818e+08,0.005060487,0.005060487
2026-07-29 07:25:12.154,2026-07-29,7442.69,-6.5607744e+07,-2.977582e+08,0.0050615016,0.0050615016
2026-07-29 07:26:12.181,2026-07-29,7442.94,-6.5819308e+07,-2.9899968e+08,0.005077482,0.005077482
2026-07-29 07:27:12.208,2026-07-29,7442.94,-6.6120452e+07,-3.0036768e+08,0.0051007136,0.0051007136
2026-07-29 07:28:12.231,2026-07-29,7444.19,-6.5892972e+07,-2.993343e+08,0.005081458,0.005081458
2026-07-29 07:29:12.26,2026-07-29,7443.94,-6.5546588e+07,-2.977608e+08,0.0050550858,0.0050550858
2026-07-29 07:30:12.285,2026-07-29,7442.44,-6.548116e+07,-2.969039e+08,0.0050520753,0.0050520753
2026-07-29 07:31:12.306,2026-07-29,7443.19,-6.5804936e+07,-2.9865315e+08,0.0050760326,0.0050760326
2026-07-29 07:32:12.331,2026-07-29,7440.69,-6.5620776e+07,-2.980978e+08,0.005065229,0.005065229
2026-07-29 07:33:12.357,2026-07-29,7439.69,-6.5838224e+07,-2.9992966e+08,0.00508338,0.00508338
2026-07-29 07:34:12.38,2026-07-29,7439.69,-6.6767748e+07,-3.050202e+08,0.0051551485,0.0051551485
2026-07-29 07:35:12.403,2026-07-29,7439.44,-6.676326e+07,-3.0499968e+08,0.0051551485,0.0051551485
2026-07-29 07:36:12.429,2026-07-29,7439.44,-6.676326e+07,-3.0499968e+08,0.0051551485,0.0051551485
2026-07-29 07:37:12.461,2026-07-29,7439.44,-6.7091644e+07,-3.0649984e+08,0.0051805046,0.0051805046
2026-07-29 07:38:12.486,2026-07-29,7438.44,-6.7073608e+07,-3.0756403e+08,0.0051805046,0.0051805046
2026-07-29 07:39:12.513,2026-07-29,7438.44,-6.721189e+07,-3.0848534e+08,0.005191185,0.005191185
2026-07-29 07:40:12.551,2026-07-29,7438.94,-6.722093e+07,-3.0852682e+08,0.005191185,0.005191185
2026-07-29 07:41:12.578,2026-07-29,7438.69,-6.721641e+07,-3.1051683e+08,0.005191185,0.005191185
2026-07-29 07:42:12.607,2026-07-29,7438.44,-6.8276536e+07,-3.1599782e+08,0.0052734143,0.0052734143
2026-07-29 07:43:12.636,2026-07-29,7439.44,-6.8294896e+07,-3.1608278e+08,0.0052734143,0.0052734143
2026-07-29 07:44:12.661,2026-07-29,7438.94,-6.8127696e+07,-3.1530893e+08,0.005261211,0.005261211
2026-07-29 07:45:12.688,2026-07-29,7438.69,-6.812311e+07,-3.1528774e+08,0.005261211,0.005261211
2026-07-29 07:46:12.713,2026-07-29,7437.94,-6.8109376e+07,-3.1522416e+08,0.005261211,0.005261211
2026-07-29 07:47:12.735,2026-07-29,7438.19,-6.8158256e+07,-3.154504e+08,0.0052646324,0.0052646324
2026-07-29 07:48:12.759,2026-07-29,7440.44,-6.8199496e+07,-3.147669e+08,0.0052646324,0.0052646324
2026-07-29 07:49:12.784,2026-07-29,7441.19,-6.762561e+07,-3.124072e+08,0.0052192793,0.0052192793
2026-07-29 07:50:12.814,2026-07-29,7440.94,-6.7621064e+07,-3.1469805e+08,0.0052192793,0.0052192793
2026-07-29 07:51:12.848,2026-07-29,7439.44,-6.759381e+07,-3.1457117e+08,0.0052192793,0.0052192793
2026-07-29 07:52:12.874,2026-07-29,7440.94,-6.786171e+07,-3.1581795e+08,0.005237853,0.005237853
2026-07-29 07:53:12.907,2026-07-29,7438.19,-6.781156e+07,-3.1558454e+08,0.005237853,0.005237853
2026-07-29 07:54:12.934,2026-07-29,7438.94,-6.8177664e+07,-3.1728835e+08,0.00526507,0.00526507
2026-07-29 07:55:12.956,2026-07-29,7437.69,-6.815475e+07,-3.1863805e+08,0.00526507,0.00526507
