sym,tf,signal,dt,o,h,l,c,body,atr,f1,f2,f3,f5
ES,1h,bull (close==high),2017-04-17 15:00:00,3163.5,3170.75,3163.0,3170.75,0.9354838709677419,,-0.25,-0.75,-1.25,-1.75
ES,1h,bull (close==high),2017-04-18 00:00:00,3168.75,3170.0,3168.75,3170.0,1.0,,-0.25,-0.25,-3.5,-9.25
ES,1h,bull (close==high),2017-04-19 00:00:00,3164.75,3166.0,3164.5,3166.0,0.8333333333333334,3.6607142857142856,-0.75,-0.5,0.0,3.75
ES,1h,bull (close==high),2017-04-24 01:00:00,3191.5,3194.0,3191.25,3194.0,0.9090909090909091,5.035714285714286,2.5,3.0,4.75,6.25
ES,1h,bull (close==high),2017-04-24 04:00:00,3196.75,3198.75,3196.0,3198.75,0.7272727272727273,4.535714285714286,-0.25,1.5,0.75,-4.0
ES,1h,bull (close==high),2017-04-24 20:00:00,3193.75,3195.0,3193.75,3195.0,1.0,3.3035714285714284,1.25,2.5,2.75,3.75
ES,1h,bull (close==high),2017-04-25 21:00:00,3208.75,3210.5,3208.75,3210.5,1.0,2.982142857142857,0.25,0.0,0.5,-0.25
ES,1h,bull (close==high),2017-04-26 00:00:00,3210.5,3211.0,3209.5,3211.0,0.3333333333333333,2.375,0.0,-0.75,-2.5,0.5
ES,1h,bull (close==high),2017-04-26 18:00:00,3206.75,3208.5,3206.5,3208.5,0.875,4.375,0.25,1.0,0.5,0.5
ES,1h,bull (close==high),2017-04-27 12:00:00,3205.5,3213.75,3205.25,3213.75,0.9705882352941176,3.2142857142857144,-2.5,-2.25,-3.25,-3.0
ES,1h,bull (close==high),2017-04-30 19:00:00,3203.75,3204.0,3203.25,3204.0,0.3333333333333333,2.9464285714285716,0.5,3.0,2.75,3.25
ES,1h,bull (close==high),2017-05-01 01:00:00,3207.25,3208.0,3207.0,3208.0,0.75,2.3392857142857144,1.25,0.75,0.75,2.0
ES,1h,bull (close==high),2017-05-01 13:00:00,3209.75,3214.5,3209.0,3214.5,0.8636363636363636,2.607142857142857,-1.0,-3.75,-2.5,-3.0
ES,1h,bull (close==high),2017-05-01 20:00:00,3211.5,3213.25,3211.25,3213.25,0.875,3.1964285714285716,-2.75,-2.0,-2.25,-3.75
ES,1h,bull (close==high),2017-05-02 02:00:00,3209.5,3211.75,3209.5,3211.75,1.0,2.6964285714285716,-0.25,-1.75,-0.25,-0.5
ES,1h,bull (close==high),2017-05-02 07:00:00,3210.75,3211.25,3210.25,3211.25,0.5,1.8214285714285714,1.25,-3.75,-2.75,1.0
ES,1h,bull (close==high),2017-05-02 08:00:00,3211.25,3212.5,3210.75,3212.5,0.7142857142857143,1.8035714285714286,-5.0,-4.0,-2.75,-1.75
ES,1h,bull (close==high),2017-05-05 00:00:00,3205.25,3206.25,3204.25,3206.25,0.5,3.4642857142857144,0.75,1.0,3.25,5.25
ES,1h,bull (close==high),2017-05-05 13:00:00,3213.25,3214.75,3212.0,3214.75,0.5454545454545454,2.9642857142857144,1.25,6.25,9.5,7.5
ES,1h,bull (close==high),2017-05-05 15:00:00,3216.0,3221.0,3215.0,3221.0,0.8333333333333334,3.392857142857143,3.25,1.5,1.25,0.25
ES,1h,bull (close==high),2017-05-08 22:00:00,3219.25,3219.75,3218.5,3219.75,0.4,2.4285714285714284,-0.5,-0.5,-0.5,0.5
ES,1h,bull (close==high),2017-05-10 12:00:00,3219.5,3220.75,3219.25,3220.75,0.8333333333333334,2.142857142857143,-0.5,0.0,1.0,-0.5
ES,1h,bull (close==high),2017-05-11 01:00:00,3219.25,3219.5,3218.75,3219.5,0.3333333333333333,1.7321428571428572,-0.25,-1.25,-1.5,-2.5
ES,1h,bull (close==high),2017-05-11 13:00:00,3212.5,3216.0,3212.25,3216.0,0.9333333333333333,3.142857142857143,0.0,1.0,-0.25,0.0
ES,1h,bull (close==high),2017-05-12 01:00:00,3212.75,3213.5,3212.5,3213.5,0.75,2.357142857142857,-1.25,-3.0,-3.25,-2.25
ES,1h,bull (close==high),2017-05-12 06:00:00,3210.5,3211.25,3209.75,3211.25,0.5,1.6607142857142858,0.25,3.5,1.5,2.0
ES,1h,bull (close==high),2017-05-12 13:00:00,3212.0,3213.0,3211.0,3213.0,0.5,2.5714285714285716,-0.5,0.0,1.25,1.25
ES,1h,bull (close==high),2017-05-14 20:00:00,3214.25,3215.5,3213.5,3215.5,0.625,2.857142857142857,0.75,1.5,1.5,0.5
ES,1h,bull (close==high),2017-05-15 19:00:00,3223.5,3224.25,3223.0,3224.25,0.6,2.9642857142857144,-0.5,-1.5,-2.5,-1.5
ES,1h,bull (close==high),2017-05-16 00:00:00,3222.0,3222.75,3221.75,3222.75,0.75,2.2857142857142856,0.25,0.5,1.0,0.0
ES,1h,bull (close==high),2017-05-16 06:00:00,3223.0,3225.0,3222.75,3225.0,0.8888888888888888,1.625,1.75,2.5,2.25,-0.25
ES,1h,bull (close==high),2017-05-17 11:00:00,3193.0,3200.0,3191.5,3200.0,0.8235294117647058,4.660714285714286,-1.0,-8.0,-12.5,-18.5
ES,1h,bull (close==high),2017-05-21 23:00:00,3208.0,3209.75,3208.0,3209.75,1.0,3.875,-1.25,-0.25,0.0,-2.25
ES,1h,bull (close==high),2017-05-22 01:00:00,3208.75,3209.5,3208.25,3209.5,0.6,2.875,0.25,-2.25,-2.0,-3.0
ES,1h,bull (close==high),2017-05-22 11:00:00,3211.75,3215.0,3211.0,3215.0,0.8125,3.0357142857142856,1.25,1.0,1.75,4.0
ES,1h,bull (close==high),2017-05-22 22:00:00,3214.0,3216.5,3213.75,3216.5,0.9090909090909091,3.4464285714285716,-0.5,-0.5,-1.75,4.75
ES,1h,bull (close==high),2017-05-24 01:00:00,3221.0,3221.75,3220.75,3221.75,0.75,2.0,0.25,2.25,2.0,0.75
ES,1h,bull (close==high),2017-05-25 12:00:00,3236.25,3240.75,3235.5,3240.75,0.8571428571428571,3.25,-1.0,-0.25,-1.75,-3.25
ES,1h,bull (close==high),2017-05-25 23:00:00,3236.5,3237.25,3236.25,3237.25,0.75,3.25,0.25,-0.5,0.5,-0.5
ES,1h,bull (close==high),2017-05-26 16:00:00,3239.0,3240.0,3238.25,3240.0,0.5714285714285714,2.875,2.0,1.0,1.5,1.25
ES,1h,bull (close==high),2017-05-29 06:00:00,3240.25,3241.0,3239.75,3241.0,0.6,1.5357142857142858,0.25,1.0,0.75,-0.5
ES,1h,bull (close==high),2017-05-29 08:00:00,3241.0,3242.0,3241.0,3242.0,1.0,1.3392857142857142,-0.25,-2.0,-1.5,-2.25
ES,1h,bull (close==high),2017-05-30 00:00:00,3238.0,3238.5,3238.0,3238.5,1.0,1.3571428571428572,-0.75,-2.0,-0.5,-2.0
ES,1h,bull (close==high),2017-05-30 22:00:00,3237.25,3237.5,3236.5,3237.5,0.25,2.357142857142857,-0.5,-0.5,-1.0,-0.25
ES,1h,bull (close==high),2017-06-01 08:00:00,3237.25,3240.25,3236.75,3240.25,0.8571428571428571,2.0357142857142856,0.5,-0.5,4.75,9.75
ES,1h,bull (close==high),2017-06-01 11:00:00,3239.75,3245.0,3239.25,3245.0,0.9130434782608695,2.5714285714285716,3.25,5.0,4.5,9.5
ES,1h,bull (close==high),2017-06-05 18:00:00,3259.5,3260.25,3259.25,3260.25,0.75,2.0714285714285716,0.0,-2.25,-1.75,-2.25
ES,1h,bull (close==high),2017-06-05 21:00:00,3258.25,3258.5,3257.0,3258.5,0.16666666666666666,2.0892857142857144,-0.5,-0.5,-0.25,-2.75
ES,1h,bull (close==high),2017-06-06 00:00:00,3258.0,3258.25,3257.75,3258.25,0.5,1.7857142857142858,-1.75,-2.5,-1.5,-1.25
ES,1h,bull (close==high),2017-06-06 18:00:00,3255.5,3256.75,3255.25,3256.75,0.8333333333333334,3.4464285714285716,-0.5,0.25,0.75,1.25
ES,1h,bull (close==high),2017-06-06 23:02:00,3257.75,3258.0,3257.5,3258.0,0.5,2.9642857142857144,0.5,-0.25,-1.0,-2.5
ES,1h,bull (close==high),2017-06-07 07:00:00,3256.75,3258.5,3256.25,3258.5,0.7777777777777778,1.5357142857142858,-1.0,0.25,-2.5,-6.0
ES,1h,bull (close==high),2017-06-07 19:01:00,3257.5,3257.75,3256.5,3257.75,0.2,3.142857142857143,-0.75,-0.5,0.5,2.0
ES,1h,bull (close==high),2017-06-07 22:00:00,3257.25,3258.25,3257.25,3258.25,1.0,2.982142857142857,1.75,1.5,-0.25,1.5
ES,1h,bull (close==high),2017-06-15 19:00:00,3258.5,3259.75,3258.0,3259.75,0.7142857142857143,4.428571428571429,1.75,3.0,2.75,3.25
ES,1h,bull (close==high),2017-06-16 16:00:00,3258.5,3262.5,3257.75,3262.5,0.8421052631578947,3.9285714285714284,-1.0,-1.0,1.0,1.75
ES,1h,bull (close==high),2017-06-22 20:00:00,3261.25,3262.0,3260.0,3262.0,0.375,3.0357142857142856,-0.75,0.5,0.25,0.5
ES,1h,bull (close==high),2017-06-22 22:00:00,3261.0,3262.5,3261.0,3262.5,1.0,2.9285714285714284,-0.25,0.0,0.0,0.0
ES,1h,bull (close==high),2017-06-23 08:00:00,3260.25,3262.25,3260.0,3262.25,0.8888888888888888,1.8214285714285714,-2.75,2.0,2.5,3.25
ES,1h,bull (close==high),2017-06-25 19:00:00,3260.0,3260.5,3259.5,3260.5,0.5,3.5357142857142856,0.75,2.75,3.5,3.25
ES,1h,bull (close==high),2017-06-26 23:00:00,3264.25,3264.75,3263.5,3264.75,0.4,3.5892857142857144,-0.5,-1.0,-2.75,-3.25
ES,1h,bull (close==high),2017-06-27 07:00:00,3261.75,3262.25,3260.0,3262.25,0.2222222222222222,2.0,0.0,-2.5,1.25,-3.25
ES,1h,bull (close==high),2017-06-28 16:00:00,3266.0,3270.5,3265.0,3270.5,0.8181818181818182,4.517857142857143,0.25,0.5,0.25,1.25
ES,1h,bull (close==high),2017-06-30 00:00:00,3246.5,3248.25,3246.25,3248.25,0.875,6.196428571428571,0.5,-1.0,-0.5,4.0
ES,1h,bull (close==high),2017-06-30 01:00:00,3248.25,3248.75,3247.5,3248.75,0.4,5.75,-1.5,-1.0,-0.25,5.0
ES,1h,bull (close==high),2017-07-02 18:00:00,3250.0,3252.75,3249.5,3252.75,0.8461538461538461,4.482142857142857,-0.25,0.25,1.75,2.25
ES,1h,bull (close==high),2017-07-03 01:00:00,3254.5,3255.0,3254.0,3255.0,0.5,3.625,-1.25,1.75,2.25,1.5
ES,1h,bull (close==high),2017-07-03 06:00:00,3256.0,3256.5,3255.25,3256.5,0.4,2.517857142857143,0.75,2.75,5.0,5.5
ES,1h,bull (close==high),2017-07-03 08:00:00,3257.25,3259.25,3256.25,3259.25,0.6666666666666666,2.2857142857142856,2.25,3.75,2.75,-6.25
ES,1h,bull (close==high),2017-07-05 00:00:00,3253.0,3253.5,3253.0,3253.5,1.0,2.2857142857142856,1.25,1.0,2.0,-1.0
ES,1h,bull (close==high),2017-07-05 06:00:00,3252.75,3255.0,3252.25,3255.0,0.8181818181818182,2.4285714285714284,0.5,1.5,-2.75,-0.5
ES,1h,bull (close==high),2017-07-07 02:00:00,3238.0,3239.25,3237.75,3239.25,0.8333333333333334,2.8214285714285716,-2.25,-2.75,-3.0,-2.5
ES,1h,bull (close==high),2017-07-09 21:00:00,3254.25,3255.0,3253.5,3255.0,0.5,3.5357142857142856,0.75,1.75,0.75,-0.5
ES,1h,bull (close==high),2017-07-10 10:00:00,3248.25,3254.5,3247.75,3254.5,0.9259259259259259,2.5535714285714284,0.75,1.75,2.25,-1.0
ES,1h,bull (close==high),2017-07-10 18:00:00,3251.75,3252.0,3250.5,3252.0,0.16666666666666666,2.8214285714285716,0.5,1.0,1.0,2.0
ES,1h,bull (close==high),2017-07-10 19:00:00,3251.75,3252.5,3251.5,3252.5,0.75,2.732142857142857,0.5,0.5,1.25,1.75
ES,1h,bull (close==high),2017-07-10 20:00:00,3252.25,3253.0,3252.0,3253.0,0.75,2.642857142857143,0.0,0.75,1.0,2.0
ES,1h,bull (close==high),2017-07-12 18:00:00,3269.25,3269.75,3268.25,3269.75,0.3333333333333333,3.6785714285714284,0.0,0.0,0.0,-0.75
ES,1h,bull (close==high),2017-07-13 00:00:00,3269.0,3270.25,3269.0,3270.25,1.0,2.375,0.0,-0.5,1.75,2.25
ES,1h,bull (close==high),2017-07-13 16:00:00,3273.5,3274.5,3272.25,3274.5,0.4444444444444444,2.9107142857142856,-1.0,-0.75,-0.25,-1.0
ES,1h,bull (close==high),2017-07-13 20:00:00,3273.75,3274.25,3273.25,3274.25,0.5,2.607142857142857,-0.75,-0.75,-1.25,-1.25
ES,1h,bull (close==high),2017-07-14 13:00:00,3281.0,3284.5,3280.75,3284.5,0.9333333333333333,2.6607142857142856,-0.25,0.25,1.0,1.0
ES,1h,bull (close==high),2017-07-17 16:00:00,3284.5,3287.75,3284.25,3287.75,0.9285714285714286,2.767857142857143,-1.0,-1.25,-2.75,-4.5
ES,1h,bull (close==high),2017-07-19 09:00:00,3288.5,3293.0,3287.75,3293.0,0.8571428571428571,1.5535714285714286,-0.5,1.25,1.75,3.75
ES,1h,bull (close==high),2017-07-19 19:00:00,3298.0,3298.75,3297.25,3298.75,0.5,2.1785714285714284,-0.25,-0.25,-0.75,-0.5
ES,1h,bull (close==high),2017-07-20 07:00:00,3300.0,3301.5,3300.0,3301.5,1.0,1.3571428571428572,-0.25,0.5,-1.75,-0.25
ES,1h,bull (close==high),2017-07-21 11:00:00,3291.75,3296.25,3291.5,3296.25,0.9473684210526315,2.4464285714285716,0.25,0.25,-0.25,1.75
ES,1h,bull (close==high),2017-07-21 16:00:00,3297.75,3298.0,3296.5,3298.0,0.16666666666666666,3.0714285714285716,-0.5,-1.5,-3.5,-4.0
ES,1h,bull (close==high),2017-07-24 06:00:00,3293.25,3295.0,3292.5,3295.0,0.7,2.017857142857143,-0.25,1.25,0.0,-0.5
ES,1h,bull (close==high),2017-07-25 19:00:00,3303.0,3303.25,3302.25,3303.25,0.25,2.5535714285714284,-0.75,-1.75,-2.25,-2.75
ES,1h,bull (close==high),2017-07-26 04:00:00,3304.25,3304.5,3303.25,3304.5,0.2,1.6964285714285714,0.5,0.5,1.75,0.0
ES,1h,bull (close==high),2017-07-30 21:00:00,3295.25,3296.25,3294.75,3296.25,0.6666666666666666,2.9642857142857144,0.0,-0.75,0.0,0.75
ES,1h,bull (close==high),2017-07-31 00:01:00,3295.75,3296.25,3295.25,3296.25,0.5,2.482142857142857,-0.5,0.75,4.5,4.5
ES,1h,bull (close==high),2017-07-31 07:00:00,3300.25,3301.5,3300.0,3301.5,0.8333333333333334,2.0,0.25,-3.25,-6.75,-3.0
ES,1h,bull (close==high),2017-08-01 02:00:00,3301.0,3303.0,3300.75,3303.0,0.8888888888888888,2.6964285714285716,0.25,2.0,0.25,-2.0
ES,1h,bull (close==high),2017-08-01 22:00:00,3302.0,3302.75,3301.75,3302.75,0.75,2.6964285714285716,0.0,0.0,-0.25,-0.25
ES,1h,bull (close==high),2017-08-02 02:00:00,3302.75,3303.25,3302.5,3303.25,0.6666666666666666,1.5178571428571428,-0.75,-1.75,-1.0,-2.25
ES,1h,bull (close==high),2017-08-03 01:00:00,3299.25,3299.75,3298.75,3299.75,0.5,2.517857142857143,-1.0,-3.5,-0.5,1.0
ES,1h,bull (close==high),2017-08-03 04:00:00,3296.25,3299.25,3296.25,3299.25,1.0,2.0357142857142856,-0.25,1.5,1.25,-1.5
ES,1h,bull (close==high),2017-08-03 22:00:00,3298.0,3298.75,3297.75,3298.75,0.75,3.125,-0.25,0.25,0.5,2.0
ES,1h,bull (close==high),2017-08-06 22:00:00,3304.25,3304.75,3303.75,3304.75,0.5,2.9464285714285716,0.0,0.0,-0.5,-0.5
ES,1h,bull (close==high),2017-08-07 19:00:00,3304.25,3304.75,3304.0,3304.75,0.6666666666666666,1.8214285714285714,-1.0,-2.25,-2.0,-1.75
ES,1h,bull (close==high),2017-08-09 06:00:00,3288.75,3293.0,3288.25,3293.0,0.8947368421052632,3.232142857142857,-3.0,-0.75,1.25,5.0
ES,1h,bull (close==high),2017-08-09 11:00:00,3295.5,3298.0,3291.25,3298.0,0.37037037037037035,4.25,-3.0,-3.25,-4.75,4.0
ES,1h,bull (close==high),2017-08-10 23:00:00,3262.25,3263.25,3261.5,3263.25,0.5714285714285714,5.839285714285714,-0.5,0.25,1.5,-1.75
ES,1h,bull (close==high),2017-08-11 16:00:00,3267.75,3268.75,3266.75,3268.75,0.5,5.321428571428571,4.0,6.0,8.25,7.75
ES,1h,bull (close==high),2017-08-13 22:00:00,3276.0,3276.5,3275.25,3276.5,0.4,4.982142857142857,0.5,0.0,-0.5,6.5
ES,1h,bull (close==high),2017-08-14 06:00:00,3281.25,3282.5,3280.75,3282.5,0.7142857142857143,2.4642857142857144,-1.25,-0.5,5.75,10.5
ES,1h,bull (close==high),2017-08-15 06:00:00,3295.5,3297.0,3294.5,3297.0,0.6,2.625,0.25,0.0,-3.25,-6.75
ES,1h,bull (close==high),2017-08-15 23:00:00,3290.5,3291.0,3290.25,3291.0,0.6666666666666666,3.1964285714285716,0.0,0.75,3.5,6.75
ES,1h,bull (close==high),2017-08-21 16:00:00,3254.75,3256.75,3254.5,3256.75,0.8888888888888888,4.446428571428571,-0.25,0.5,4.25,5.5
ES,1h,bull (close==high),2017-08-21 22:00:00,3261.0,3262.25,3260.5,3262.25,0.7142857142857143,4.071428571428571,-0.75,-1.25,-1.0,-0.5
ES,1h,bull (close==high),2017-08-22 02:00:00,3261.0,3264.25,3260.0,3264.25,0.7647058823529411,2.9642857142857144,-2.5,-3.25,-5.0,-3.75
ES,1h,bull (close==high),2017-08-23 06:00:00,3275.0,3275.5,3273.25,3275.5,0.2222222222222222,2.3392857142857144,-3.25,-5.0,-2.25,-1.0
ES,1h,bull (close==high),2017-08-28 08:00:00,3272.0,3275.25,3272.0,3275.25,1.0,2.5714285714285716,-3.75,-2.75,-4.25,-5.5
ES,1h,bull (close==high),2017-08-28 15:00:00,3269.5,3271.25,3268.0,3271.25,0.5384615384615384,3.4642857142857144,1.0,-12.0,-12.25,-15.5
ES,1h,bull (close==high),2017-08-29 06:00:00,3254.5,3256.75,3253.0,3256.75,0.6,5.196428571428571,2.75,1.0,6.25,12.5
ES,1h,bull (close==high),2017-08-29 22:00:00,3276.5,3276.75,3275.0,3276.75,0.14285714285714285,3.9642857142857144,0.25,0.0,0.5,2.5
ES,1h,bull (close==high),2017-08-29 23:00:00,3276.5,3277.0,3276.5,3277.0,1.0,3.6785714285714284,-0.25,0.25,4.75,0.75
ES,1h,bull (close==high),2017-08-30 23:00:00,3285.25,3285.75,3284.75,3285.75,0.5,3.125,0.0,0.0,0.0,4.75
ES,1h,bull (close==high),2017-08-31 05:00:00,3290.25,3292.5,3290.0,3292.5,0.9,2.267857142857143,-2.5,-4.5,-2.5,1.75
ES,1h,bull (close==high),2017-09-01 02:00:00,3299.0,3300.75,3299.0,3300.75,1.0,2.25,1.0,-0.5,-0.25,3.75
ES,1h,bull (close==high),2017-09-01 03:00:00,3300.75,3301.75,3299.75,3301.75,0.5,2.1964285714285716,-1.5,-1.25,0.75,1.75
ES,1h,bull (close==high),2017-09-04 07:00:00,3295.0,3295.25,3293.25,3295.25,0.125,3.0535714285714284,-1.5,-1.5,1.0,0.75
ES,1h,bull (close==high),2017-09-04 23:00:00,3294.25,3295.0,3293.5,3295.0,0.5,2.25,1.5,1.0,2.5,1.75
ES,1h,bull (close==high),2017-09-05 00:00:00,3295.0,3296.5,3294.5,3296.5,0.75,2.1964285714285716,-0.5,1.0,0.5,-0.75
ES,1h,bull (close==high),2017-09-05 07:00:00,3294.25,3297.25,3294.0,3297.25,0.9230769230769231,2.4285714285714284,-0.75,0.5,-4.75,-17.5
ES,1h,bull (close==high),2017-09-07 02:00:00,3289.5,3291.0,3289.25,3291.0,0.8571428571428571,2.8035714285714284,-1.25,-1.25,1.0,3.75
ES,1h,bull (close==high),2017-09-07 18:00:00,3295.0,3296.0,3293.25,3296.0,0.36363636363636365,3.5535714285714284,-4.0,-5.25,-4.75,-4.75
ES,1h,bull (close==high),2017-09-08 07:00:00,3285.75,3288.5,3285.75,3288.5,1.0,2.892857142857143,0.75,2.75,4.0,4.0
ES,1h,bull (close==high),2017-09-08 09:00:00,3289.5,3291.25,3287.0,3291.25,0.4117647058823529,2.9107142857142856,1.25,0.5,1.25,0.25
ES,1h,bull (close==high),2017-09-10 22:00:00,3302.25,3303.25,3302.25,3303.25,1.0,3.517857142857143,0.25,-1.0,-1.0,-0.25
ES,1h,bull (close==high),2017-09-10 23:00:00,3303.0,3303.5,3303.0,3303.5,1.0,3.357142857142857,-1.25,-1.25,-1.5,1.25
ES,1h,bull (close==high),2017-09-13 20:00:00,3322.75,3324.0,3322.5,3324.0,0.8333333333333334,2.4107142857142856,0.0,-1.5,-1.5,-1.5
ES,1h,bull (close==high),2017-09-14 00:00:00,3322.25,3322.5,3321.75,3322.5,0.3333333333333333,2.0357142857142856,0.0,-0.5,1.0,1.5
ES,1h,bull (close==high),2017-09-14 03:00:00,3322.25,3323.5,3321.75,3323.5,0.7142857142857143,1.6607142857142858,0.5,0.5,0.25,-4.0
ES,1h,bull (close==high),2017-09-14 04:00:00,3323.5,3324.0,3322.25,3324.0,0.2857142857142857,1.6428571428571428,0.0,-0.25,-0.5,-1.25
ES,1h,bull (close==high),2017-09-14 20:00:00,3318.0,3320.25,3317.75,3320.25,0.9,3.017857142857143,0.0,-0.5,2.0,1.75
ES,1h,bull (close==high),2017-09-15 16:00:00,3327.75,3330.25,3326.75,3330.25,0.7142857142857143,2.642857142857143,-0.75,0.75,0.75,3.0
ES,1h,bull (close==high),2017-09-19 13:00:00,3335.25,3335.75,3334.0,3335.75,0.2857142857142857,2.0357142857142856,-0.75,-0.5,-2.0,-2.5
ES,1h,bull (close==high),2017-09-22 00:00:00,3324.5,3324.75,3323.75,3324.75,0.25,2.9285714285714284,0.5,1.25,2.0,3.75
ES,1h,bull (close==high),2017-09-27 07:00:00,3329.25,3330.75,3328.5,3330.75,0.6666666666666666,1.8035714285714286,0.25,1.5,-5.0,-1.25
ES,1h,bull (close==high),2017-09-27 12:00:00,3327.5,3329.5,3326.0,3329.5,0.5714285714285714,2.9642857142857144,2.75,7.75,5.5,3.25
ES,1h,bull (close==high),2017-09-28 00:00:00,3334.5,3335.25,3334.25,3335.25,0.75,3.107142857142857,0.0,-0.75,-1.75,-2.0
ES,1h,bull (close==high),2017-09-28 08:00:00,3331.0,3331.25,3329.25,3331.25,0.125,1.6428571428571428,1.25,2.75,3.25,7.0
ES,1h,bull (close==high),2017-09-28 13:00:00,3336.75,3338.25,3335.75,3338.25,0.6,2.5357142857142856,-1.75,-0.75,-0.5,-2.25
ES,1h,bull (close==high),2017-09-28 23:00:00,3336.75,3337.25,3336.5,3337.25,0.6666666666666666,2.357142857142857,-0.5,-0.75,-1.0,-1.0
ES,1h,bull (close==high),2017-09-29 11:00:00,3341.75,3344.25,3340.75,3344.25,0.7142857142857143,1.8571428571428572,0.75,0.25,0.0,3.75
ES,1h,bull (close==high),2017-09-29 16:00:00,3345.75,3348.0,3345.0,3348.0,0.75,2.4107142857142856,2.75,2.5,1.5,1.25
ES,1h,bull (close==high),2017-10-03 07:00:00,3358.25,3358.5,3357.5,3358.5,0.25,1.25,0.25,0.5,-1.0,1.0
ES,1h,bull (close==high),2017-10-03 12:00:00,3358.5,3359.5,3358.25,3359.5,0.8,1.5357142857142858,0.0,1.5,2.75,2.25
ES,1h,bull (close==high),2017-10-03 14:00:00,3359.5,3361.0,3359.25,3361.0,0.8571428571428571,1.5535714285714286,1.25,2.25,0.75,0.25
ES,1h,bull (close==high),2017-10-04 10:00:00,3362.0,3362.75,3360.5,3362.75,0.3333333333333333,1.3571428571428572,3.75,3.5,2.0,3.0
ES,1h,bull (close==high),2017-10-04 21:00:00,3365.0,3366.0,3364.75,3366.0,0.8,2.2142857142857144,0.5,0.5,0.25,-0.75
ES,1h,bull (close==high),2017-10-05 07:00:00,3367.0,3368.0,3366.5,3368.0,0.6666666666666666,1.1071428571428572,0.25,1.5,3.25,9.5
ES,1h,bull (close==high),2017-10-05 11:00:00,3371.25,3376.0,3370.75,3376.0,0.9047619047619048,1.8035714285714286,1.5,2.5,3.0,3.25
ES,1h,bull (close==high),2017-10-05 20:00:00,3379.0,3379.75,3379.0,3379.75,1.0,2.232142857142857,-0.25,-0.25,-0.25,-0.5
ES,1h,bull (close==high),2017-10-09 01:00:00,3377.75,3378.0,3377.5,3378.0,0.5,2.0,-0.75,0.25,0.25,1.25
ES,1h,bull (close==high),2017-10-10 00:00:00,3375.0,3375.25,3374.5,3375.25,0.3333333333333333,1.8928571428571428,0.25,1.25,1.25,2.0
ES,1h,bull (close==high),2017-10-10 08:00:00,3377.5,3379.0,3377.25,3379.0,0.8571428571428571,1.6428571428571428,1.5,-2.5,-4.0,-2.5
ES,1h,bull (close==high),2017-10-11 05:00:00,3376.25,3376.5,3375.5,3376.5,0.25,1.4285714285714286,1.0,-0.75,0.75,2.0
ES,1h,bull (close==high),2017-10-12 11:00:00,3381.0,3383.0,3380.5,3383.0,0.8,2.0,-1.5,-0.75,-2.75,-4.0
ES,1h,bull (close==high),2017-10-12 18:00:00,3378.25,3378.75,3377.75,3378.75,0.5,2.5714285714285716,-1.0,-0.5,0.25,1.5
ES,1h,bull (close==high),2017-10-12 23:00:00,3379.25,3380.25,3379.25,3380.25,1.0,2.267857142857143,0.25,-0.25,-0.75,-1.0
ES,1h,bull (close==high),2017-10-13 06:00:00,3380.5,3381.5,3380.25,3381.5,0.8,1.2857142857142858,1.25,2.75,0.75,2.5
ES,1h,bull (close==high),2017-10-16 22:00:00,3385.0,3386.0,3384.75,3386.0,0.8,2.1607142857142856,0.25,0.25,0.5,-1.0
ES,1h,bull (close==high),2017-10-16 23:00:00,3385.75,3386.25,3385.75,3386.25,1.0,2.0892857142857144,0.0,0.25,-0.75,-1.0
ES,1h,bull (close==high),2017-10-17 06:00:00,3385.75,3386.0,3385.25,3386.0,0.3333333333333333,1.1428571428571428,0.25,-0.25,-0.5,-2.0
ES,1h,bull (close==high),2017-10-17 21:00:00,3387.5,3388.25,3387.5,3388.25,1.0,1.9642857142857142,0.0,-0.25,-0.5,-0.5
ES,1h,bull (close==high),2017-10-17 22:00:00,3388.0,3388.25,3387.75,3388.25,0.5,1.9107142857142858,-0.25,-0.5,-0.5,-0.5
ES,1h,bull (close==high),2017-10-18 21:01:00,3390.0,3390.25,3389.75,3390.25,0.5,1.9107142857142858,0.25,-1.0,-0.5,-3.25
ES,1h,bull (close==high),2017-10-19 00:00:00,3389.25,3389.75,3388.5,3389.75,0.4,1.7142857142857142,-1.25,-2.75,-11.75,-10.0
ES,1h,bull (close==high),2017-10-19 08:00:00,3378.25,3380.75,3376.5,3380.75,0.5882352941176471,3.3214285714285716,-2.75,3.25,2.25,6.0
ES,1h,bull (close==high),2017-10-19 15:00:00,3388.0,3390.75,3387.0,3390.75,0.7333333333333333,5.089285714285714,0.5,-0.5,0.0,9.0
ES,1h,bull (close==high),2017-10-23 08:00:00,3405.25,3406.75,3404.5,3406.75,0.6666666666666666,2.017857142857143,-1.75,-4.25,-4.75,-6.5
ES,1h,bull (close==high),2017-10-23 12:00:00,3402.0,3402.5,3400.75,3402.5,0.2857142857142857,2.357142857142857,-2.25,-4.0,-8.5,-8.0
ES,1h,bull (close==high),2017-10-24 19:00:00,3394.25,3395.0,3393.5,3395.0,0.5,2.8035714285714284,-2.0,-1.0,-0.25,-1.25
ES,1h,bull (close==high),2017-10-24 22:00:00,3393.75,3394.75,3393.75,3394.75,1.0,2.7142857142857144,0.25,-1.0,-1.75,0.25
