sym,tf,signal,dt,o,h,l,c,body,atr,f1,f2,f3,f5
ES,4h,bull (close==high),2023-02-21 18:00:00,4831.0,4839.25,4828.75,4839.25,0.7857142857142857,15.839285714285714,-4.5,-9.0,-4.75,-7.25
ES,4h,bull (close==high),2023-03-28 22:00:00,4802.0,4815.25,4800.75,4815.25,0.9137931034482759,18.589285714285715,9.75,14.0,11.25,26.25
ES,4h,bull (close==high),2023-03-29 22:00:00,4841.5,4852.25,4839.25,4852.25,0.8269230769230769,16.089285714285715,7.25,18.5,0.5,24.75
ES,4h,bull (close==high),2023-06-01 10:00:00,4968.0,5017.0,4967.5,5017.0,0.98989898989899,19.892857142857142,0.5,-0.75,5.5,22.25
ES,4h,bull (close==high),2023-09-14 18:00:00,5250.5,5255.0,5250.5,5255.0,1.0,16.0,4.0,-1.0,-32.0,-62.0
ES,4h,bull (close==high),2023-10-04 18:00:00,4985.5,4992.5,4980.0,4992.5,0.56,26.589285714285715,-2.0,-16.75,-10.75,-10.0
ES,4h,bull (close==high),2023-10-10 06:00:00,5071.0,5076.5,5060.25,5076.5,0.3384615384615385,29.107142857142858,18.25,9.0,9.25,17.25
ES,4h,bull (close==high),2023-11-22 02:00:00,5241.75,5253.25,5240.0,5253.25,0.8679245283018868,12.857142857142858,6.25,10.0,6.5,10.5
ES,4h,bull (close==high),2023-11-27 02:00:00,5249.0,5258.75,5248.5,5258.75,0.9512195121951219,7.517857142857143,-4.75,1.5,-3.25,-1.25
ES,4h,bull (close==high),2024-01-15 10:00:00,5454.75,5457.0,5453.75,5457.0,0.6923076923076923,18.392857142857142,-11.0,-15.5,-25.25,-24.0
ES,4h,bull (close==high),2024-02-15 22:00:00,5689.0,5690.25,5686.5,5690.25,0.3333333333333333,16.125,10.5,-24.5,2.75,-24.25
ES,4h,bull (close==high),2024-02-22 10:00:00,5716.0,5738.75,5711.0,5738.75,0.8198198198198198,21.321428571428573,-2.0,5.0,6.25,23.75
ES,4h,bull (close==high),2024-03-26 18:00:00,5855.0,5859.25,5853.0,5859.25,0.68,11.571428571428571,5.0,6.0,7.25,30.75
ES,4h,bull (close==high),2024-05-12 18:00:00,5822.25,5827.25,5821.5,5827.25,0.8695652173913043,13.178571428571429,6.25,6.75,7.25,-2.5
ES,4h,bull (close==high),2024-06-05 10:00:00,5902.25,5934.5,5888.25,5934.5,0.6972972972972973,24.035714285714285,13.0,18.0,13.0,9.75
ES,4h,bull (close==high),2024-06-10 22:00:00,5948.5,5951.5,5945.5,5951.5,0.5,16.964285714285715,-14.25,-28.0,-3.25,15.5
ES,4h,bull (close==high),2024-07-18 22:00:00,6120.25,6122.75,6117.5,6122.75,0.47619047619047616,22.446428571428573,-18.75,-12.5,-48.5,-49.0
ES,4h,bull (close==high),2024-12-10 22:02:00,6507.75,6510.0,6505.25,6510.0,0.47368421052631576,11.678571428571429,-1.25,32.0,44.25,30.5
ES,4h,bull (close==high),2024-12-11 06:00:00,6509.0,6542.0,6508.0,6542.0,0.9705882352941176,13.696428571428571,12.25,2.5,-1.5,-1.0
ES,4h,bull (close==high),2024-12-12 22:00:00,6523.5,6527.75,6519.25,6527.75,0.5,12.964285714285714,11.0,6.25,-13.25,-4.75
ES,4h,bull (close==high),2025-06-19 22:00:00,6299.0,6311.0,6297.0,6311.0,0.8571428571428571,27.910714285714285,-1.75,24.0,-9.75,-29.25
ES,4h,bull (close==high),2025-08-17 18:00:00,6752.5,6769.75,6751.75,6769.75,0.9583333333333334,19.196428571428573,-5.75,-24.75,-21.5,-17.25
ES,4h,bull (close==high),2025-09-12 06:00:00,6869.0,6880.5,6868.25,6880.5,0.9387755102040817,17.214285714285715,3.75,-4.75,-2.75,1.75
ES,4h,bull (close==high),2025-10-02 18:00:00,6995.25,7008.25,6989.25,7008.25,0.6842105263157895,21.982142857142858,2.75,9.5,2.5,-14.75
ES,4h,bull (close==high),2025-12-07 18:00:00,7113.5,7118.25,7103.25,7118.25,0.31666666666666665,20.232142857142858,0.25,-0.5,-13.75,-23.25
ES,4h,bull (close==high),2026-01-06 10:00:00,7141.5,7157.75,7122.75,7157.75,0.4642857142857143,26.303571428571427,3.0,1.5,-4.0,7.0
ES,4h,bull (close==high),2026-04-06 06:00:00,6759.5,6771.25,6739.75,6771.25,0.373015873015873,41.517857142857146,-21.0,1.5,-35.0,11.75
ES,4h,bull (close==high),2026-05-01 06:00:00,7375.25,7415.25,7370.75,7415.25,0.898876404494382,39.017857142857146,-13.75,-45.5,-26.25,-29.5
ES,4h,bull (close==high),2026-06-16 18:00:00,7581.25,7605.5,7581.25,7605.5,1.0,27.767857142857142,-1.5,-13.25,-24.5,-94.5
ES,4h,bear (close==low),2017-04-26 14:00:00,3214.25,3217.25,3206.75,3206.75,0.7142857142857143,5.589285714285714,2.25,2.0,1.0,4.5
ES,4h,bear (close==low),2017-05-01 22:00:00,3210.5,3211.75,3209.5,3209.5,0.4444444444444444,4.214285714285714,2.0,-2.0,1.25,0.0
ES,4h,bear (close==low),2017-05-02 06:00:00,3211.75,3214.0,3207.5,3207.5,0.6538461538461539,4.5,3.25,2.5,2.0,-0.25
ES,4h,bear (close==low),2017-05-28 22:00:00,3241.5,3242.0,3240.5,3240.5,0.6666666666666666,4.75,-0.25,1.25,-1.0,-2.75
ES,4h,bear (close==low),2017-05-29 10:00:00,3241.5,3242.0,3239.5,3239.5,0.8,3.8035714285714284,-3.25,-1.75,-3.0,-1.5
ES,4h,bear (close==low),2017-06-20 02:00:00,3277.25,3278.0,3275.75,3275.75,0.6666666666666666,5.321428571428571,-5.5,-6.5,-11.25,-14.25
ES,4h,bear (close==low),2017-07-06 02:00:00,3255.0,3255.5,3248.0,3248.0,0.9333333333333333,5.982142857142857,-5.25,-4.25,-11.5,-10.0
ES,4h,bear (close==low),2017-07-10 14:00:00,3256.75,3258.0,3251.75,3251.75,0.8,6.5,1.25,3.25,-0.75,0.25
ES,4h,bear (close==low),2017-07-13 22:00:00,3273.75,3274.0,3273.0,3273.0,0.75,4.642857142857143,-1.75,3.75,11.5,11.25
ES,4h,bear (close==low),2017-07-16 18:00:00,3285.0,3287.0,3284.25,3284.25,0.2727272727272727,4.428571428571429,0.75,-0.5,1.5,3.5
ES,4h,bear (close==low),2017-07-25 18:00:00,3303.25,3303.75,3301.5,3301.5,0.7777777777777778,4.339285714285714,-0.5,3.5,3.0,0.75
ES,4h,bear (close==low),2017-07-26 10:00:00,3304.5,3306.5,3301.75,3301.75,0.5789473684210527,4.232142857142857,0.5,3.5,4.25,2.75
ES,4h,bear (close==low),2017-08-23 22:00:00,3267.5,3269.5,3266.25,3266.25,0.38461538461538464,6.553571428571429,6.0,1.0,2.5,2.5
ES,4h,bear (close==low),2017-09-06 14:00:00,3293.0,3297.5,3292.25,3292.25,0.14285714285714285,6.678571428571429,-0.75,-3.0,-0.25,-0.25
ES,4h,bear (close==low),2017-09-12 18:00:00,3325.5,3325.75,3323.0,3323.0,0.9090909090909091,5.232142857142857,-0.75,-2.0,0.0,2.25
ES,4h,bear (close==low),2017-10-05 22:00:00,3379.5,3380.0,3379.25,3379.25,0.3333333333333333,3.357142857142857,-0.25,-3.0,-5.25,-0.5
ES,4h,bear (close==low),2017-10-11 18:00:00,3382.5,3382.75,3380.75,3380.75,0.875,4.142857142857143,0.25,-0.25,-2.25,-1.75
ES,4h,bear (close==low),2017-10-17 22:00:00,3388.0,3388.5,3387.75,3387.75,0.3333333333333333,3.1964285714285716,2.5,2.0,3.75,2.5
ES,4h,bear (close==low),2017-10-18 22:00:00,3390.25,3391.0,3388.5,3388.5,0.7,2.9285714285714284,-8.75,-10.5,-1.75,11.25
ES,4h,bear (close==low),2018-02-01 02:00:00,3661.25,3663.5,3655.75,3655.75,0.7096774193548387,12.25,-5.25,-2.0,-4.75,-8.75
ES,4h,bear (close==low),2018-03-15 10:00:00,3577.0,3590.25,3569.75,3569.75,0.35365853658536583,15.357142857142858,11.75,6.0,9.0,14.0
ES,4h,bear (close==low),2018-03-20 22:00:00,3547.75,3550.75,3547.5,3547.5,0.07692307692307693,13.482142857142858,-4.0,-7.5,6.5,-1.5
ES,4h,bear (close==low),2018-04-02 10:00:00,3447.25,3448.0,3382.25,3382.25,0.9885931558935361,21.732142857142858,23.5,25.25,20.5,29.75
ES,4h,bear (close==low),2018-05-28 02:00:00,3553.75,3554.75,3547.25,3547.25,0.8666666666666667,10.25,-3.5,-1.0,-4.75,-23.0
ES,4h,bear (close==low),2018-06-13 22:00:00,3602.25,3602.25,3594.75,3594.75,1.0,7.160714285714286,2.0,12.0,11.75,11.0
ES,4h,bear (close==low),2018-07-17 22:00:00,3632.75,3634.0,3630.75,3630.75,0.6153846153846154,6.589285714285714,1.25,-1.5,3.0,5.75
ES,4h,bear (close==low),2018-08-12 18:00:00,3654.75,3654.75,3644.0,3644.0,1.0,8.125,0.0,2.25,16.0,1.25
ES,4h,bear (close==low),2018-08-15 06:00:00,3652.5,3653.5,3634.0,3634.0,0.9487179487179487,10.321428571428571,-3.5,7.5,14.5,16.75
ES,4h,bear (close==low),2018-09-04 22:00:00,3716.5,3718.25,3713.25,3713.25,0.65,8.125,-6.0,-7.0,-4.5,-5.5
ES,4h,bear (close==low),2018-09-27 22:00:00,3717.0,3719.0,3715.75,3715.75,0.38461538461538464,8.053571428571429,-3.75,-4.75,0.5,8.75
ES,4h,bear (close==low),2018-10-22 22:00:00,3536.75,3538.25,3523.25,3523.25,0.9,17.375,-6.0,-15.75,-5.75,10.25
ES,4h,bear (close==low),2018-11-28 18:00:00,3532.75,3536.75,3529.25,3529.25,0.4666666666666667,15.267857142857142,0.75,-3.0,0.75,7.5
ES,4h,bear (close==low),2018-12-05 06:00:00,3513.0,3515.5,3496.5,3496.5,0.868421052631579,20.589285714285715,-31.25,-34.0,-46.0,-33.0
ES,4h,bear (close==low),2019-02-14 14:00:00,3534.25,3541.25,3524.25,3524.25,0.5882352941176471,13.0,-7.5,-8.75,3.75,25.25
ES,4h,bear (close==low),2019-06-21 14:00:00,3733.25,3737.25,3722.25,3722.25,0.7333333333333333,12.535714285714286,8.75,10.5,9.5,4.5
ES,4h,bear (close==low),2019-08-14 14:00:00,3631.0,3633.0,3609.75,3609.75,0.9139784946236559,23.482142857142858,20.0,19.0,3.75,-7.5
ES,4h,bear (close==low),2019-09-09 06:00:00,3763.0,3765.5,3755.0,3755.0,0.7619047619047619,10.660714285714286,-5.25,-2.0,-0.75,-8.25
ES,4h,bear (close==low),2019-09-10 18:00:00,3753.0,3753.5,3746.25,3746.25,0.9310344827586207,10.964285714285714,9.25,6.75,11.25,30.0
ES,4h,bear (close==low),2019-10-08 06:00:00,3701.25,3701.5,3674.75,3674.75,0.9906542056074766,17.553571428571427,9.5,-9.25,-1.5,17.5
ES,4h,bear (close==low),2019-10-29 02:00:00,3810.25,3810.75,3803.75,3803.75,0.9285714285714286,7.357142857142857,5.25,10.25,4.5,2.0
ES,4h,bear (close==low),2019-12-19 22:00:00,3980.75,3981.25,3978.25,3978.25,0.8333333333333334,5.875,2.5,12.25,17.0,18.25
ES,4h,bear (close==low),2019-12-22 22:00:00,3996.5,3997.5,3995.25,3995.25,0.5555555555555556,6.25,2.25,1.25,1.5,1.0
ES,4h,bear (close==low),2020-01-27 02:00:00,4029.5,4035.5,4008.25,4008.25,0.7798165137614679,16.160714285714285,12.0,13.25,1.5,23.5
ES,4h,bear (close==low),2020-02-07 02:00:00,4114.75,4116.5,4098.75,4098.75,0.9014084507042254,15.214285714285714,-2.25,-2.5,-6.75,1.0
ES,4h,bear (close==low),2020-03-05 18:00:00,3793.25,3806.0,3749.25,3749.25,0.775330396475771,43.160714285714285,0.75,-40.25,-50.5,-16.5
ES,4h,bear (close==low),2020-03-08 18:00:00,3685.0,3685.0,3588.0,3588.0,1.0,53.892857142857146,0.0,0.0,-26.0,-85.5
ES,4h,bear (close==low),2020-03-15 18:00:00,3432.25,3450.75,3356.25,3356.25,0.8042328042328042,113.94642857142857,-120.0,-104.75,-156.0,-64.25
ES,4h,bear (close==low),2020-03-17 22:00:00,3209.75,3249.0,3194.25,3194.25,0.2831050228310502,121.01785714285714,13.25,-91.75,12.25,-73.5
ES,4h,bear (close==low),2020-05-10 22:00:00,3745.5,3746.5,3731.75,3731.75,0.9322033898305084,22.089285714285715,-13.25,-29.75,-0.25,-28.0
ES,4h,bear (close==low),2020-06-19 10:00:00,3940.0,3944.25,3889.5,3889.5,0.9223744292237442,30.017857142857142,-20.5,-12.5,-9.5,5.75
ES,4h,bear (close==low),2020-06-29 22:00:00,3863.75,3868.25,3853.25,3853.25,0.7,27.482142857142858,0.25,4.5,22.25,43.5
ES,4h,bear (close==low),2020-10-08 22:00:00,4275.0,4281.25,4272.25,4272.25,0.3055555555555556,17.267857142857142,0.25,5.0,18.5,25.5
ES,4h,bear (close==low),2021-01-22 14:00:00,4666.0,4674.75,4659.75,4659.75,0.4166666666666667,16.142857142857142,21.25,19.5,17.25,8.5
ES,4h,bear (close==low),2021-04-08 18:00:00,4937.25,4941.75,4934.0,4934.0,0.41935483870967744,11.732142857142858,-5.0,-1.0,0.0,19.25
ES,4h,bear (close==low),2021-07-07 18:00:00,5201.5,5201.5,5191.75,5191.75,1.0,12.017857142857142,-3.0,-43.0,-42.75,-32.25
ES,4h,bear (close==low),2021-07-13 22:00:00,5212.0,5212.5,5201.75,5201.75,0.9534883720930233,12.267857142857142,9.75,23.0,17.5,10.0
ES,4h,bear (close==low),2021-08-18 22:00:00,5243.25,5244.75,5231.25,5231.25,0.8888888888888888,19.107142857142858,-14.25,6.75,10.5,9.75
ES,4h,bear (close==low),2022-03-31 22:00:00,5415.5,5422.75,5413.0,5413.0,0.2564102564102564,20.535714285714285,13.25,-6.5,-23.75,-5.5
ES,4h,bear (close==low),2022-08-26 14:00:00,4968.0,4970.5,4914.25,4914.25,0.9555555555555556,31.053571428571427,-26.0,-26.5,-19.5,13.75
ES,4h,bear (close==low),2022-09-15 22:00:00,4749.0,4752.75,4744.5,4744.5,0.5454545454545454,28.089285714285715,-8.0,-31.5,-29.5,7.25
ES,4h,bear (close==low),2022-10-27 02:00:00,4720.25,4722.0,4696.25,4696.25,0.9320388349514563,28.660714285714285,-9.0,-12.75,-49.5,-50.25
ES,4h,bear (close==low),2022-10-31 06:00:00,4746.5,4757.75,4729.75,4729.75,0.5982142857142857,36.82142857142857,16.25,8.25,21.0,41.5
ES,4h,bear (close==low),2022-12-05 06:00:00,4912.0,4919.25,4894.25,4894.25,0.71,26.160714285714285,-41.25,-32.75,-28.75,-35.75
ES,4h,bear (close==low),2023-02-09 18:00:00,4921.5,4921.75,4910.75,4910.75,0.9772727272727273,26.25,1.25,-11.75,-3.25,12.25
ES,4h,bear (close==low),2023-02-22 22:00:00,4841.25,4842.5,4838.75,4838.75,0.6666666666666666,18.75,0.0,15.25,-21.25,-0.25
ES,4h,bear (close==low),2023-04-04 18:00:00,4919.75,4921.25,4915.75,4915.75,0.7272727272727273,18.892857142857142,-1.75,-10.75,-5.75,-15.5
ES,4h,bear (close==low),2023-09-20 18:00:00,5139.0,5141.0,5128.5,5128.5,0.84,15.803571428571429,-1.5,-10.25,-34.25,-65.5
ES,4h,bear (close==low),2023-09-29 10:00:00,5060.25,5064.0,5007.5,5007.5,0.9336283185840708,27.964285714285715,15.75,37.25,26.0,5.25
ES,4h,bear (close==low),2023-12-05 22:01:00,5280.75,5284.0,5279.5,5279.5,0.2777777777777778,13.482142857142858,2.5,3.25,-12.25,-33.0
ES,4h,bear (close==low),2024-01-29 22:00:00,5598.5,5599.25,5594.5,5594.5,0.8421052631578947,13.678571428571429,-1.25,2.25,-2.75,-20.75
ES,4h,bear (close==low),2024-03-24 22:00:00,5875.0,5875.0,5868.0,5868.0,1.0,12.857142857142858,-4.0,-4.75,-0.5,-0.75
ES,4h,bear (close==low),2024-04-02 18:00:00,5844.25,5844.5,5833.25,5833.25,0.9777777777777777,17.535714285714285,-2.75,-3.0,3.5,17.5
ES,4h,bear (close==low),2024-06-11 02:00:00,5951.25,5955.75,5937.25,5937.25,0.7567567567567568,17.821428571428573,-13.75,11.0,28.25,34.0
ES,4h,bear (close==low),2024-07-04 06:00:00,6110.75,6114.0,6105.5,6105.5,0.6176470588235294,14.107142857142858,0.0,3.0,7.25,11.75
ES,4h,bear (close==low),2024-07-07 22:00:00,6130.5,6132.25,6128.0,6128.0,0.5882352941176471,11.321428571428571,8.25,24.25,15.5,23.0
ES,4h,bear (close==low),2024-07-09 22:00:00,6150.5,6152.75,6147.75,6147.75,0.55,10.232142857142858,8.75,15.0,40.25,52.75
ES,4h,bear (close==low),2024-10-30 22:00:00,6290.25,6291.0,6280.25,6280.25,0.9302325581395349,20.625,-16.5,-34.75,-69.0,-82.0
ES,4h,bear (close==low),2024-11-13 22:00:00,6467.25,6472.5,6463.0,6463.0,0.4473684210526316,20.482142857142858,13.25,-0.25,-25.0,-46.0
ES,4h,bear (close==low),2024-12-03 02:00:00,6520.0,6523.75,6517.75,6517.75,0.375,12.125,-3.0,-2.0,6.25,11.25
ES,4h,bear (close==low),2024-12-25 22:00:00,6490.25,6495.5,6489.75,6489.75,0.08695652173913043,24.696428571428573,-25.5,-17.25,-3.5,-14.25
ES,4h,bear (close==low),2025-03-26 02:00:00,6158.5,6167.5,6153.75,6153.75,0.34545454545454546,18.535714285714285,-6.25,-63.25,-60.0,-50.5
ES,4h,bear (close==low),2025-08-15 02:00:00,6791.25,6794.25,6777.25,6777.25,0.8235294117647058,18.767857142857142,-14.5,-7.5,-24.5,-13.25
ES,4h,bear (close==low),2025-08-24 18:00:00,6778.5,6779.5,6760.0,6760.0,0.9487179487179487,27.732142857142858,7.25,-4.5,-1.25,-15.0
ES,4h,bear (close==low),2025-09-11 18:00:00,6880.0,6880.5,6873.25,6873.25,0.9310344827586207,17.357142857142858,5.75,-4.0,7.25,2.5
ES,4h,bear (close==low),2025-10-07 22:00:00,6999.0,7003.0,6995.0,6995.0,0.5,18.125,6.5,9.0,33.25,34.75
ES,4h,bear (close==low),2025-11-03 18:00:00,7114.5,7114.5,7083.5,7083.5,1.0,29.928571428571427,-32.5,-39.5,-16.5,-46.75
ES,4h,bear (close==low),2026-02-20 02:00:00,7069.0,7077.0,7055.0,7055.0,0.6363636363636364,29.428571428571427,-4.0,41.25,42.0,-3.5
ES,4h,bear (close==low),2026-05-14 22:00:00,7617.25,7634.0,7588.0,7588.0,0.6358695652173914,29.892857142857142,-21.0,-33.75,4.75,-78.25
ES,4h,bear (close==low),2026-06-01 18:00:00,7734.0,7734.0,7699.5,7699.5,1.0,25.446428571428573,16.75,24.0,26.25,50.75
ES,4h,bear (close==low),2026-06-17 06:00:00,7592.25,7600.25,7581.0,7581.0,0.5844155844155844,22.410714285714285,7.75,-70.0,-28.0,-17.75
ES,1d,bull (close==high),2017-06-27 18:00:00,3245.0,3270.5,3241.75,3270.5,0.8869565217391304,17.535714285714285,-21.0,-21.0,-17.5,-14.0
ES,1d,bull (close==high),2017-09-14 18:00:00,3324.0,3330.25,3317.25,3330.25,0.4807692307692308,15.107142857142858,3.0,3.5,4.75,-0.25
ES,1d,bull (close==high),2017-09-28 18:00:00,3338.0,3348.0,3335.0,3348.0,0.7692307692307693,10.732142857142858,10.0,15.25,18.0,27.0
ES,1d,bull (close==high),2019-10-22 18:00:00,3764.0,3778.0,3754.0,3778.0,0.5833333333333334,37.107142857142854,-3.25,13.75,31.0,44.5
ES,1d,bull (close==high),2021-07-20 18:00:00,5168.0,5204.5,5159.25,5204.5,0.8066298342541437,48.607142857142854,15.75,44.0,59.75,36.75
ES,1d,bear (close==low),2017-04-25 18:00:00,3208.25,3220.0,3206.75,3206.75,0.11320754716981132,,5.75,-0.75,5.25,0.75
ES,1d,bear (close==low),2019-08-13 18:00:00,3705.0,3710.5,3609.75,3609.75,0.9454094292803971,62.82142857142857,16.0,55.75,86.5,96.5
ES,1d,bear (close==low),2022-08-25 18:00:00,5069.75,5088.75,4914.25,4914.25,0.8911174785100286,69.01785714285714,-7.0,-56.25,-82.25,-109.5
NQ,1h,bull (close==high),2017-04-17 19:00:00,10125.25,10125.75,10124.0,10125.75,0.2857142857142857,,0.25,-0.5,1.0,3.0
NQ,1h,bull (close==high),2017-04-19 00:00:00,10124.25,10125.5,10123.0,10125.5,0.5,7.982142857142857,0.0,0.25,1.0,10.5
NQ,1h,bull (close==high),2017-04-24 13:00:00,10228.5,10232.75,10228.25,10232.75,0.9444444444444444,6.857142857142857,3.0,3.0,-0.5,-3.5
NQ,1h,bull (close==high),2017-04-30 19:00:00,10306.25,10307.5,10305.5,10307.5,0.625,7.946428571428571,2.5,8.5,8.0,9.0
NQ,1h,bull (close==high),2017-05-01 05:00:00,10320.75,10322.25,10320.25,10322.25,0.75,4.339285714285714,-0.25,2.25,7.25,22.75
NQ,1h,bull (close==high),2017-05-01 19:00:00,10358.75,10360.0,10358.25,10360.0,0.7142857142857143,7.214285714285714,4.75,-0.75,1.75,1.25
NQ,1h,bull (close==high),2017-05-01 20:00:00,10359.5,10364.75,10358.75,10364.75,0.875,7.5,-5.5,-3.0,-3.25,-5.75
NQ,1h,bull (close==high),2017-05-02 07:00:00,10362.75,10363.75,10362.0,10363.75,0.5714285714285714,3.625,3.5,-9.0,-2.5,4.25
NQ,1h,bull (close==high),2017-05-03 08:00:00,10355.5,10359.25,10352.5,10359.25,0.5555555555555556,3.4464285714285716,-10.5,-21.5,-14.25,-15.25
NQ,1h,bull (close==high),2017-05-03 18:00:00,10337.75,10341.75,10336.25,10341.75,0.7272727272727273,9.25,7.0,7.75,6.5,8.25
NQ,1h,bull (close==high),2017-05-04 00:00:00,10350.0,10350.25,10348.75,10350.25,0.16666666666666666,8.410714285714286,-1.25,0.0,-1.75,8.5
NQ,1h,bull (close==high),2017-05-05 00:00:00,10342.75,10346.25,10341.25,10346.25,0.7,8.714285714285714,0.0,1.0,4.75,9.25
NQ,1h,bull (close==high),2017-05-08 13:00:00,10377.25,10381.0,10374.25,10381.0,0.5555555555555556,7.017857142857143,-0.25,2.75,3.0,2.0
NQ,1h,bull (close==high),2017-05-09 07:00:00,10386.75,10390.0,10386.75,10390.0,1.0,3.142857142857143,1.25,16.5,16.5,14.0
NQ,1h,bull (close==high),2017-05-09 09:00:00,10391.25,10406.5,10387.5,10406.5,0.8026315789473685,4.446428571428571,0.0,-3.25,-2.5,-6.0
NQ,1h,bull (close==high),2017-05-10 12:00:00,10398.25,10404.5,10396.25,10404.5,0.7575757575757576,6.089285714285714,1.0,0.75,2.25,-1.5
NQ,1h,bull (close==high),2017-05-12 06:00:00,10389.25,10392.25,10387.5,10392.25,0.631578947368421,4.035714285714286,1.5,9.25,12.0,21.75
NQ,1h,bull (close==high),2017-05-12 13:00:00,10411.0,10415.75,10409.25,10415.75,0.7307692307692307,6.5,-2.75,-1.5,2.5,4.25
NQ,1h,bull (close==high),2017-05-15 15:00:00,10427.75,10432.25,10424.5,10432.25,0.5806451612903226,8.357142857142858,1.25,-0.5,0.75,-3.0
NQ,1h,bull (close==high),2017-05-15 19:00:00,10432.0,10433.0,10430.75,10433.0,0.4444444444444444,8.089285714285714,-1.75,-3.75,-7.0,-3.25
NQ,1h,bull (close==high),2017-05-16 00:00:00,10427.25,10429.75,10427.25,10429.75,1.0,6.571428571428571,0.75,1.5,2.75,2.75
NQ,1h,bull (close==high),2017-05-16 06:00:00,10432.5,10435.5,10431.75,10435.5,0.8,3.75,3.25,4.5,9.75,10.75
NQ,1h,bull (close==high),2017-05-21 23:00:00,10387.75,10392.5,10386.75,10392.5,0.8260869565217391,9.607142857142858,-2.25,-1.5,-0.75,-4.25
NQ,1h,bull (close==high),2017-05-22 22:00:00,10423.25,10428.75,10422.5,10428.75,0.88,9.071428571428571,-0.5,-1.0,-2.25,12.0
NQ,1h,bull (close==high),2017-05-23 15:00:00,10430.75,10434.75,10427.0,10434.75,0.5161290322580645,10.035714285714286,4.75,3.0,3.25,1.25
NQ,1h,bull (close==high),2017-05-29 03:00:00,10526.25,10527.25,10524.0,10527.25,0.3076923076923077,4.535714285714286,-2.0,0.0,1.0,2.75
NQ,1h,bull (close==high),2017-06-05 18:00:00,10609.0,10611.25,10607.75,10611.25,0.6428571428571429,6.339285714285714,0.25,-5.0,-4.75,-4.0
NQ,1h,bull (close==high),2017-06-06 19:00:00,10591.75,10592.75,10591.5,10592.75,0.8,10.464285714285714,0.25,2.25,3.0,3.25
NQ,1h,bull (close==high),2017-06-06 23:00:00,10595.25,10595.5,10595.25,10595.5,1.0,9.303571428571429,0.5,-0.5,-2.5,-3.25
NQ,1h,bull (close==high),2017-06-07 00:04:00,10595.0,10596.0,10595.0,10596.0,1.0,8.089285714285714,-1.0,-3.0,-2.75,-2.5
NQ,1h,bull (close==high),2017-06-09 01:00:00,10612.25,10613.75,10610.25,10613.75,0.42857142857142855,10.464285714285714,-0.5,0.25,4.0,0.0
NQ,1h,bull (close==high),2017-06-11 19:00:00,10461.0,10461.5,10455.75,10461.5,0.08695652173913043,28.0,-1.75,0.5,-3.75,-7.25
NQ,1h,bull (close==high),2017-06-12 19:00:00,10439.0,10442.5,10437.25,10442.5,0.6666666666666666,26.875,2.75,3.75,4.0,10.25
NQ,1h,bull (close==high),2017-06-13 16:00:00,10479.5,10482.25,10476.5,10482.25,0.4782608695652174,14.303571428571429,-1.25,-0.75,-1.25,-12.0
NQ,1h,bull (close==high),2017-06-13 19:00:00,10481.0,10481.5,10479.75,10481.5,0.2857142857142857,13.857142857142858,-0.5,-8.0,-11.25,-8.25
NQ,1h,bull (close==high),2017-06-15 19:00:00,10424.75,10428.75,10423.5,10428.75,0.7619047619047619,18.160714285714285,4.75,7.25,8.25,15.25
NQ,1h,bull (close==high),2017-06-18 19:00:00,10408.5,10411.75,10407.25,10411.75,0.7222222222222222,15.071428571428571,12.0,15.0,19.0,16.75
NQ,1h,bull (close==high),2017-06-26 23:00:00,10502.25,10503.25,10500.25,10503.25,0.3333333333333333,14.571428571428571,-2.25,-7.25,-14.75,-30.5
NQ,1h,bull (close==high),2017-06-27 07:00:00,10474.5,10478.75,10468.25,10478.75,0.40476190476190477,8.160714285714286,-6.75,-13.5,-0.75,-32.0
NQ,1h,bull (close==high),2017-07-06 00:00:00,10358.0,10361.25,10357.0,10361.25,0.7647058823529411,12.642857142857142,4.25,6.25,-4.0,-29.0
NQ,1h,bull (close==high),2017-07-10 18:00:00,10412.0,10414.0,10408.0,10414.0,0.3333333333333333,12.517857142857142,4.0,3.75,6.5,5.0
NQ,1h,bull (close==high),2017-07-12 00:00:00,10435.75,10438.0,10435.25,10438.0,0.8181818181818182,12.5,1.25,-1.5,3.75,10.0
NQ,1h,bull (close==high),2017-07-12 18:00:00,10506.75,10509.25,10504.75,10509.25,0.5555555555555556,12.910714285714286,2.0,8.25,10.25,7.5
NQ,1h,bull (close==high),2017-07-12 19:00:00,10509.0,10511.25,10504.0,10511.25,0.3103448275862069,13.035714285714286,6.25,8.25,6.75,7.75
NQ,1h,bull (close==high),2017-07-19 19:01:00,10638.25,10641.25,10636.75,10641.25,0.6666666666666666,8.375,0.0,-0.75,-3.0,-0.5
NQ,1h,bull (close==high),2017-07-21 15:00:00,10634.25,10641.0,10630.25,10641.0,0.627906976744186,10.125,2.0,-1.5,-4.5,-14.25
NQ,1h,bull (close==high),2017-07-28 08:00:00,10593.25,10601.0,10580.75,10601.0,0.38271604938271603,11.035714285714286,7.5,4.75,23.0,28.75
NQ,1h,bull (close==high),2017-07-31 01:00:00,10626.0,10630.5,10626.0,10630.5,1.0,8.839285714285714,-0.75,11.5,10.5,8.0
NQ,1h,bull (close==high),2017-08-01 00:00:00,10625.25,10627.25,10623.5,10627.25,0.5333333333333333,13.392857142857142,-4.0,-1.25,0.0,2.0
